Time,SlantRange,Azimuth,Elevation,RadialVelocity,X,Y,Z,Group_Size,Circle,Track_ID
71502.64,2905.0000000000005,-9.89000000000001,0.6199999999999999,2.4,2861.662168817069,-498.92534816011994,31.43451167893269,0,299,1285
71503.268,1020.0000000000001,66.21,2.3399999999999994,1.2,411.11021482577564,932.5524151645349,41.64593901808019,0,299,1280
71507.945,951.9999999999999,-87.72000000000006,3.86,1.2,37.78750606788659,-949.0884584822828,64.08745868649652,0,301,1293
71508.176,1093.0,-59.949999999999996,2.38,-1.2,546.8536956660432,-945.2723861299322,45.38889243653,0,301,1298
71508.219,1602.0,-54.48000000000003,1.46,3.6,930.4391753134682,-1303.4649507570678,40.81743732607456,0,301,1297
71508.239,1682.0,-52.44000000000001,1.5600000000000003,-1.2,1024.9535384918252,-1332.8531369015318,45.79038528810707,0,301,1295
71508.512,451.0,-19.750000000000007,-0.24,-2.4,424.46665901517116,-152.39910281518738,-1.88913885788715,0,301,1296
71508.555,4663.0,-13.970000000000011,0.77,1.2,4524.6703878052695,-1125.610973132339,62.6643350094645,0,301,1293
71508.617,2131.0,-6.410000000000022,-0.41,-1.2,2117.623725997869,-237.90381147608704,-15.248986066413622,0,301,1296
71508.638,2125.0,-4.610000000000032,-0.5,1.2,2118.044688360848,-170.785896158578,-18.543887934044612,0,301,1293
71508.659,2194.0,-1.0100000000000022,0.53,1.2,2193.5652750123636,-38.67179148055304,20.294748178252554,0,301,1295
71508.68,2241.0,0.4599999999999999,1.57,-1.2,2240.086526941136,17.984953716013234,61.39945648481534,0,301,1298
71508.859,2274.0,22.319999999999997,11.66,5.3,2060.2154544960836,845.7961736685332,459.58363076067565,0,301,1296
71508.869,3286.0,23.249999999999996,3.6500000000000004,2.4,3013.023736070895,1294.4971564989278,209.19148570048003,0,301,1296
71509.036,421.00000000000006,44.27000000000001,1.21,2.4,301.3933330593321,293.80950079948553,8.890220882723442,0,301,1295
71511.258,280.0,-47.059999999999995,-1.14,-1.2,190.7072371515645,-204.93832423155112,-5.570723398317738,0,302,1299
71512.078,103.99999999999999,51.29,-0.7700000000000001,-1.2,65.03352797295038,81.14608372837425,-1.3976175940348077,0,302,1293
71514.258,1233.0,-43.14999999999997,1.59,2.4,899.2081921337915,-842.9372148237065,34.21226482901383,0,303,1302
71514.992,94.0,44.45,1.3300000000000003,-1.2,67.08493459740671,65.8092032680326,2.1818146778381924,0,303,1293
71515.003,2104.0,44.46,9.31,-2.4,1481.9268672133521,1454.2532026131826,340.3768248875377,0,303,1302
71515.014,102.00000000000001,46.27,1.09,1.2,70.49584911854903,73.69240352757913,1.9403400174230587,0,303,1295
71517.153,1653.0000000000002,-54.49999999999998,1.5299999999999998,-2.4,959.5597631921892,-1345.2531734554054,44.13570176977763,0,304,1305
71517.982,1589.0000000000002,45.49,11.6,-3.5,1091.1906119593,1110.0160396749777,319.5128167009379,0,304,1295
71518.054,970.9999999999998,54.03,1.5200000000000005,1.2,570.1274025744101,785.5777111300466,25.756642044978854,0,304,1305
71518.075,2964.9999999999995,56.59,6.630000000000001,9.6,1621.6892489519664,2458.4870576526973,342.3307862109233,0,304,1293
71519.816,1021.0,-92.23000000000003,4.8,-1.2,-39.58881578373144,-1016.6486969965333,85.43507804229411,0,305,1302
71519.9,773.0,-81.49999999999999,2.85,2.4,114.11535387144987,-763.5636619447488,38.43462200047252,0,305,1306
71519.911,1040.0,-81.45999999999998,7.42,2.4,153.14657497489355,-1019.8566782991799,134.30741715192875,0,305,1306
71519.942,1051.0,-76.41000000000004,6.23,-1.2,245.49761277610523,-1015.5409977208471,114.05439083779224,0,305,1309
71520.026,1083.0,-66.98000000000002,4.24,-2.4,422.35067038817306,-994.0309588233644,80.07099426985852,0,305,1293
71520.026,1019.0,-66.29,2.71,1.2,409.2893817694404,-931.9452633959963,48.17912415721366,0,305,1293
71520.088,1081.0,-59.43000000000003,1.7800000000000002,2.4,549.5212143463948,-930.3010057645147,33.57787451277848,0,305,1306
71520.13,3683.9999999999995,-54.06000000000001,1.3500000000000003,2.4,2161.6784124366413,-2981.856672046182,86.7941736470198,0,305,1306
71520.194,1765.0,-41.610000000000014,2.8,-1.2,1318.0835950457854,-1170.6608283466985,86.2198436892574,0,305,1302
71520.194,1770.9999999999998,-46.379999999999974,3.22,1.2,1219.8349186571306,-1280.0578407277958,99.47711101577137,0,305,1307
71520.215,1219.0,-43.14999999999997,1.29,1.2,889.115224632029,-833.4758487133142,27.443158330576615,0,305,1310
71520.235,1722.9999999999998,-42.07999999999999,2.3500000000000005,1.2,1277.7520149811219,-1153.7276301524307,70.64944185581734,0,305,1307
71520.278,2033.9999999999998,-36.660000000000025,3.0500000000000003,-1.2,1629.3486161966841,-1212.7104694431916,108.22386151317954,0,305,1308
71520.318,1223.0000000000002,-32.02,2.0999999999999996,2.4,1036.2401188635129,-648.0177535453514,44.815255748118325,0,305,1305
71520.34,1480.9999999999998,-29.230000000000032,2.7700000000000005,-2.4,1290.9090177883559,-722.3519641847805,71.57197517947318,0,305,1302
71520.34,1791.0000000000002,-28.740000000000013,3.17,2.4,1567.9650570457231,-859.8590922741911,99.03999857131666,0,305,1302
71520.404,1481.9999999999998,-21.05000000000003,1.4900000000000004,2.4,1382.6345353836712,-532.1285031678699,38.53566764313145,0,305,1308
71520.425,288.99999999999994,-19.24000000000004,-0.5500000000000002,2.4,272.845780927719,-95.22858749345745,-2.774158240633641,0,305,1293
71520.465,2650.0,-13.579999999999984,0.43999999999999995,-1.2,2575.8380513086963,-622.2091265246928,20.350339053624136,0,305,1293
71520.487,1859.9999999999998,-11.650000000000004,-0.20000000000000004,-2.4,1821.6717913354537,-375.59250611117176,-6.492611632316142,0,305,1302
71520.498,2325.0,-10.910000000000048,8.4,13.3,2258.4862197091306,-435.32470617614837,339.64304140760703,0,305,1310
71520.508,302.99999999999994,-9.140000000000006,-0.23000000000000007,4.8,299.1504444342826,-48.13036638633846,-1.2163166890345065,0,305,1308
71520.55,4789.0,-4.110000000000013,-0.46,1.2,4776.530131763185,-343.22389288115704,-38.4481431784887,0,305,1308
71520.55,130.99999999999997,-3.819999999999981,-0.9200000000000003,1.2,130.69210397066107,-8.72638244077471,-2.1033804266587297,0,305,1310
71520.592,2204.0000000000005,0.92,1.9599999999999997,2.4,2202.4265908792963,35.36746752966281,75.3807271677622,0,305,1302
71520.613,2316.0,3.8600000000000008,4.75,3.6,2302.809946726539,155.37477278136046,191.78380859826527,0,305,1302
71520.613,2281.0,3.4300000000000006,4.47,1.2,2269.9881653185175,136.054942192192,177.77452578744175,0,305,1295
71520.634,2111.0,5.949999999999999,3.31,-1.2,2096.1247895961014,218.46234107757212,121.88548712461828,0,305,1293
71520.644,1561.9999999999998,7.600000000000001,12.290000000000001,10.6,1512.7963695246237,201.85013138175069,332.48709571092775,0,305,1305
71520.655,364.0,8.810000000000002,-0.88,-2.4,359.6629805293158,55.743050272876346,-5.590418861282863,0,305,1309
71520.676,4283.0,13.110000000000001,2.85,1.2,4166.210124859635,970.2740144795678,212.95664427946159,0,305,1302
71520.697,4343.0,13.57,2.99,-2.4,4216.0134799677435,1017.6246004396755,226.53809681875666,0,305,1308
71520.749,1721.9999999999998,20.03,18.81,10.6,1531.4380000310052,558.3061056139669,555.2260300951319,0,305,1307
71520.781,3294.0,24.080000000000002,4.1,2.4,2999.648655401923,1340.5512925802307,235.5125816318674,0,305,1302
71520.801,3332.0000000000005,26.96,4.129999999999999,3.6,2962.176898727886,1506.7005684854003,239.96961801156587,0,305,1310
71520.845,532.0,31.490000000000002,1.59,-2.4,453.4784066561872,277.7830681030088,14.76149626036931,0,305,1309
71520.865,3375.0,33.83,3.73,-1.2,2797.6502798355286,1874.9856879575082,219.5599728791649,0,305,1309
71520.928,2091.0,42.14,0.99,-1.2,1550.2609728436641,1402.73542669173,36.128088543201315,0,305,1302
71520.969,141.0,46.86000000000001,1.9899999999999998,2.4,96.35530660197739,102.8235467893131,4.896234809000533,0,305,1309
71521.002,2589.0,49.57,7.88,6.0,1663.1602369517188,1952.1348336256333,354.948753439314,0,305,1302
71521.032,500.99999999999994,54.92000000000001,1.44,-1.2,287.8436012627665,409.86406116493663,12.590177817112075,0,305,1310
71521.095,2290.0,61.85999999999999,7.29,-1.2,1071.296933058648,2002.9940759114684,290.58150850096825,0,305,1306
71522.815,1031.0,-89.57,5.24,-1.2,7.7051596348724445,-1026.6624163860172,94.15897883593243,0,306,1309
71522.92,1027.0,-76.93,5.540000000000001,-1.2,231.1623026263914,-995.7222573639967,99.14724420986826,0,306,1310
71522.92,782.0,-76.60000000000004,5.11,2.4,180.50658076505164,-757.6873187580997,69.65128350340606,0,306,1310
71522.951,513.0,-72.56999999999998,11.68,8.8,150.48237775060352,-479.3102246123531,103.85452598986868,0,306,1307
71522.983,222.00000000000003,-68.68000000000002,2.41,-1.2,80.64257643999211,-206.62437086815498,9.335107308391477,0,306,1310
71522.983,1013.0000000000001,-68.68000000000002,2.74,-1.2,367.8818593695083,-942.595848268748,48.42524520694622,0,306,1295
71523.025,1614.0,-63.63999999999997,2.51,-1.2,715.9441889651995,-1444.7919625654522,70.68311816290857,0,306,1310
71523.046,1079.0,-61.120000000000026,2.01,1.2,520.8112813212243,-944.2268706125215,37.8447626737101,0,306,1306
71523.087,1608.0,-54.97000000000005,1.8500000000000003,1.2,922.5193689528403,-1316.0270736230736,51.91103348944538,0,306,1309
71523.109,253.00000000000003,-54.29000000000005,0.14999999999999997,-1.2,147.67127719566196,-205.43065784257897,0.6623516945167524,0,306,1305
71523.171,1773.0,-46.20999999999999,3.6500000000000004,-2.4,1224.4576866525158,-1277.2988476499406,112.8717298073497,0,306,1295
71523.235,5490.0,-38.7,3.35,1.2,4277.2414853819455,-3426.716595052049,320.8093716251729,0,306,1307
71523.235,1180.0,-39.00000000000003,1.01,2.4,916.8897588049927,-742.482686880305,20.79975676601467,0,306,1308
71523.256,1145.0,-36.890000000000015,2.21,1.2,915.0777677915239,-686.8101096371232,44.15373363516007,0,306,1306
71523.256,1091.0,-36.900000000000006,1.59,-1.2,872.1200433605175,-654.8062506743651,30.27216620312578,0,306,1309
71523.319,1202.0,-28.550000000000022,1.55,-1.2,1055.4509247996014,-574.2562433763019,32.5132631860288,0,306,1308
71523.382,2966.0000000000005,-21.279999999999962,5.089999999999999,9.6,2752.873342294447,-1072.1936117996427,263.14486523707575,0,306,1302
71523.382,1471.9999999999998,-20.879999999999985,1.0400000000000003,-1.2,1375.1056412772025,-524.5518604488226,26.717429279256315,0,306,1302
71523.424,453.00000000000006,-16.170000000000023,0.0,-1.2,435.0791539468763,-126.15518142696443,0.0,0,306,1309
71523.444,2303.0,-13.990000000000007,1.52,1.2,2233.9019365515687,-556.5601997007044,61.089131441386506,0,306,1305
71523.465,1859.9999999999995,-10.770000000000007,-0.26000000000000006,-2.4,1827.21771206371,-347.56897538545337,-8.440383294985983,0,306,1308
