时间(s),斜距(m),方位角（°）,俯仰角（°）,径向速度（m/s）,圈数
35706.533,712,340.14,3.29,3.6,235
35706.533,1384,340.56,5.14,6,235
35706.543,1853,339.85,7.79,9.6,235
35706.543,191,341.72,28.08,3.5,235
35706.563,1212,348.78,9.7,-8.4,235
35706.575,4674,344.88,1.86,-1.2,235
35706.596,3846,348.03,1.23,1.2,235
35706.606,144,349.06,11.33,3.5,235
35706.606,258,349.03,16.75,5.3,235
35706.617,1853,349.93,-0.93,-2.4,235
35706.647,986,354.1,11.09,7,235
35706.669,1213,355,9.77,-7.2,235
35706.669,101,356.57,21.74,3.5,235
35706.679,2200,357.46,0.16,2.4,235
35706.679,2234,358.18,0.66,-2.4,235
35706.69,305,358.86,26.07,5.3,235
35706.699,2222,0.35,1.76,1.2,235
35706.699,2636,0.36,5.01,6,235
35706.699,1332,0,5.76,6,235
35706.712,1240,1.85,14.66,8.8,235
35706.721,2263,3.23,3.91,-1.2,235
35706.721,2835,2.53,4.44,6,235
35706.732,2245,3.88,11.36,8.8,235
35706.732,343,4.11,25.1,3.5,235
35706.742,513,5.02,-0.95,2.4,235
35706.742,2312,5.47,4.92,-2.4,235
35706.742,1416,5.04,4.89,6,235
35706.753,1383,5.04,7.73,7.2,235
35706.753,804,6.89,11.01,5.3,235
35706.753,133,6.64,14.79,1.7,235
35706.753,1492,6.7,15.17,8.8,235
35706.774,2031,8.3,7.59,7.2,235
35706.774,709,9.43,11.87,5.3,235
35706.783,3698,10.11,4.4,9.6,235
35706.794,1253,11.95,11.63,7,235
35706.794,2656,10.12,9.48,9.6,235
35706.805,4292,13.32,2.99,-1.2,235
35706.805,3570,13.02,5.83,9.6,235
35706.815,1066,14.48,12.6,5.3,235
35706.826,4294,15.16,2.91,1.2,235
35706.837,2074,17.01,10.66,7,235
35706.837,1972,15.18,7.04,6,235
35706.837,2370,15.5,7.78,6,235
35706.837,1045,16.73,13.53,5.3,235
35706.858,1188,18.13,10.19,4.8,235
35706.858,853,17.71,7.62,4.8,235
35706.868,3304,20.94,2.69,1.2,235
35706.868,2093,20.61,3.89,-1.2,235
35706.878,2719,20.24,8.41,9.6,235
35706.91,1800,25.3,5.3,4.8,235
35706.91,769,25.7,6.67,3.6,235
35706.931,596,28.51,1.82,1.2,235
35706.941,1872,27.84,7.22,3.6,235
35706.952,596,30.33,2.1,-1.2,235
35706.962,2474,31.07,7.98,4.8,235
35706.973,531,33.56,1.66,2.4,235
35706.973,3435,33.31,3.7,-2.4,235
35706.994,2540,36.1,5.73,7.2,235
35706.994,2081,36.1,5.59,2.4,235
35707.004,1034,37.02,19.42,5.3,235
35707.015,310,37.89,0.54,1.2,235
35707.015,2383,38.27,1.64,1.2,235
35707.036,2350,40.42,1.16,1.2,235
35707.036,432,40.83,1.4,-2.4,235
35707.067,133,44.37,22.1,3.5,235
35707.067,1674,43.38,7.71,2.4,235
35707.077,2145,45.51,1.32,-1.2,235
35707.098,554,48.79,1,1.2,235
35707.109,112,49.46,13.87,-3.5,235
35707.14,534,55.13,2.19,-2.4,235
35707.152,102,54.58,15.75,-1.7,235
35707.161,2132,56.47,2.52,-1.2,235
35707.161,1189,56.17,3.89,2.4,235
35707.161,1975,56.15,5.4,-2.4,235
35707.203,103,61.28,5.47,2.4,235
35707.214,1805,61.62,9.59,2.4,235
35707.226,1820,63.91,5.53,-1.2,235
35708.913,94,268.74,21.2,1.7,236
35708.923,983,269.4,4.17,1.2,236
35708.923,1021,269.67,5.11,-2.4,236
35708.997,1218,278.61,11.87,3.5,236
35709.081,354,288.51,29.37,3.5,236
35709.091,790,290.36,2.92,1.2,236
35709.112,1033,292.18,3.34,2.4,236
35709.133,1062,294.98,3.99,2.4,236
35709.154,1570,297.92,1.89,-1.2,236
35709.154,232,297.22,-0.24,1.2,236
35709.175,283,300.44,1.34,-1.2,236
35709.175,1563,304.43,2.08,2.4,236
35709.207,184,304.12,25.95,3.5,236
35709.238,1624,307.56,1.07,-2.4,236
35709.259,1223,310.07,0.65,1.2,236
35709.27,1636,311.17,11.55,5.3,236
35709.27,1335,309.83,8.72,3.6,236
35709.279,1671,312.26,0.36,1.2,236
35709.321,1714,317.87,1.72,1.2,236
35709.342,1735,319.65,2.29,2.4,236
35709.342,2675,319.68,5.53,7.2,236
35709.363,1122,322.9,1.61,-2.4,236
35709.384,1440,325.43,2.13,1.2,236
35709.384,1505,325.05,5.18,6,236
35709.395,1386,324.73,9.22,7.2,236
35709.405,871,327.6,0,1.2,236
35709.405,911,329.31,1.21,-1.2,236
35709.405,1680,327.27,2.55,2.4,236
35709.426,1212,330.48,1.93,-1.2,236
35709.426,1812,330.5,3.19,-1.2,236
35709.447,1811,333.94,3.05,1.2,236
35709.447,1491,332.64,3.28,-2.4,236
35709.468,181,334.89,-0.79,-1.2,236
35709.468,1794,335.53,2.84,1.2,236
35709.468,1120,334.9,1.14,2.4,236
35709.468,4165,335.23,3.9,8.4,236
35709.468,2033,335.27,4.86,3.6,236
35709.478,208,336.79,26.7,5.3,236
35709.489,1762,337.79,1.38,1.2,236
35709.51,1402,340.36,5.24,6,236
35709.521,2222,340,8.38,8.4,236
35709.541,1182,348.57,9.78,-7.2,236
35709.541,160,344.72,10.5,5.3,236
35709.541,181,343.25,8.01,-3.6,236
35709.541,2274,342.97,7.72,8.4,236
35709.553,2303,345.03,1.61,1.2,236
35709.553,2794,345.41,4.67,9.6,236
35709.564,1288,346.42,11.78,7,236
35709.574,2181,347.88,2.39,7.2,236
35709.574,2623,347.57,0.61,1.2,236
35709.595,1853,350.08,-1.11,-2.4,236
35709.595,2512,350.42,2.81,8.4,236
35709.595,1273,350.11,5.04,6,236
35709.605,666,351.73,11.38,7,236
35709.615,1159,353.03,0.73,6,236
35709.626,1191,353.99,9.7,-7,236
35709.636,149,354.49,36.83,3.5,236
35709.647,1821,356.5,13.77,10.6,236
35709.647,292,356.51,19.64,5.3,236
35709.657,4214,358.34,0.34,7.2,236
35709.657,4580,357.92,1.54,8.4,236
35709.668,111,357.9,10.47,-2.4,236
35709.678,2193,0.87,2.07,-2.4,236
35709.678,2655,0.18,4.92,6,236
35709.688,2245,0.9,7.79,9.6,236
35709.688,1241,1.54,11.5,8.8,236
35709.688,138,1.54,14.03,1.7,236
35709.699,1443,3.1,5.35,6,236
35709.71,2273,4.06,10.73,8.8,236
35709.721,953,5.47,1.53,2.4,236
35709.721,991,5.6,4.65,6,236
35709.73,1521,6.6,15.14,8.8,236
35709.73,544,6.61,20.79,3.5,236
35709.73,2914,5.57,7.51,10.8,236
35709.74,729,7.76,6.27,3.6,236
35709.74,1121,8.04,4.79,7.2,236
35709.752,720,9.32,11.54,5.3,236
35709.762,1292,10.27,0.02,-1.2,236
35709.773,1275,11.65,10.89,8.8,236
35709.773,1243,10.31,8.09,2.4,236
35709.783,4273,12.94,2.78,-3.6,236
35709.783,101,13.54,4.07,-4.8,236
35709.804,4325,15.36,2.95,1.2,236
35709.815,1992,15.37,6.9,6,236
35709.825,1200,18.59,3.22,3.6,236
35709.835,561,19.25,12.16,3.5,236
35709.845,2855,20.42,4.69,4.8,236
35709.845,2434,20.73,5.87,3.6,236
35709.909,3010,27.98,3.49,-1.2,236
35709.92,2500,28.35,7.68,4.8,236
35709.971,574,36.26,1.71,-1.2,236
35709.993,2841,38.07,2.59,-1.2,236
35710.003,103,39.96,21.57,1.7,236
35710.014,2596,40.61,2.8,-1.2,236
35710.014,424,40.97,1.69,-1.2,236
35710.055,2169,45.7,1.33,1.2,236
35710.055,101,46.42,-1.16,-1.2,236
35710.055,102,46.43,3.86,1.2,236
35710.077,511,48.61,0.41,-1.2,236
35710.097,2383,50.81,0.95,1.2,236
35710.097,120,50.83,5.75,6,236
35710.119,479,53.37,0.61,-1.2,236
35710.15,169,57.32,13.55,-1.7,236
35710.192,103,61.79,6.74,1.2,236
35710.192,1815,61.48,9.33,2.4,236
35710.223,462,66.6,2.64,-2.4,236
35711.9,1022,270.18,4.77,1.2,237
35711.912,95,271.06,10.56,5.3,237
35711.922,981,272.71,4.85,1.2,237
35711.996,94,281.43,15.18,3.5,237
35712.048,808,287.16,5.22,-1.2,237
35712.048,1031,287.2,5.51,1.2,237
35712.069,781,290.01,3.05,1.2,237
35712.1,2076,292.63,7.99,4.8,237
35712.111,1693,298.18,7.51,3.6,237
35712.132,1613,298.02,2.68,-1.2,237
35712.142,191,298.7,24.89,1.7,237
35712.173,1127,302.37,1.59,-1.2,237
35712.205,669,306.27,19.51,5.3,237
35712.205,163,306.28,24.12,1.7,237
35712.215,1671,308.12,1.27,-2.4,237
35712.236,1850,309.93,3.49,6,237
35712.247,1316,311.3,14.03,7,237
35712.258,2241,312.4,2.85,7.2,237
35712.258,2670,312.73,5.23,4.8,237
35712.279,1211,315.47,1.12,1.2,237
35712.279,1249,315.47,1.79,-1.2,237
35712.279,1421,315.09,6.7,2.4,237
35712.311,138,318.66,25.73,3.5,237
35712.331,1236,321.15,21.16,7,237
35712.362,2048,325.14,3.29,-1.2,237
35712.362,2645,325.18,5.82,8.4,237
35712.383,1680,327.93,2.74,2.4,237
35712.405,1572,330.57,2.85,-1.2,237
35712.405,2308,330.57,3.57,6,237
35712.426,2584,332.95,4.12,7.2,237
35712.468,1443,338.21,1.51,2.4,237
35712.477,418,339.4,18.97,5.3,237
35712.489,1444,340.78,0.87,-1.2,237
35712.489,1011,340.54,5.55,3.6,237
35712.499,1255,341.94,10.54,7,237
35712.499,863,341.45,12.55,7,237
35712.51,2162,342.6,2.51,6,237
35712.51,1460,343,7.77,6,237
35712.52,713,344,13.01,7,237
35712.52,1160,348.49,10.17,-8.4,237
35712.53,4695,345.87,0.92,-1.2,237
35712.541,1976,345.18,9.6,7.2,237
35712.552,160,346.83,36.75,3.5,237
35712.552,2190,347.68,1.16,4.8,237
35712.562,690,349.56,11.78,7,237
35712.572,3821,350.23,0.75,-1.2,237
35712.583,333,351.61,22.55,7,237
35712.604,1169,354.13,9.93,-7,237
35712.604,142,354.61,15.39,1.7,237
35712.604,152,354.34,22.91,3.5,237
35712.613,762,355.99,4.59,4.8,237
35712.635,1273,357.79,0.49,1.2,237
35712.635,4420,357.79,-0.29,1.2,237
35712.635,2254,358.18,0.24,2.4,237
35712.635,4196,357.8,2.31,10.8,237
35712.635,2269,357.8,2.67,7.2,237
35712.635,1370,358.05,5.73,6,237
35712.646,1143,359.38,17.95,7,237
35712.655,2224,0.69,1.89,2.4,237
35712.655,1891,0.33,5.68,8.4,237
35712.666,2273,1.04,7.61,9.6,237
35712.676,2146,2.81,2.38,1.2,237
35712.676,4420,3.22,4.8,12,237
35712.688,874,4.2,12.97,7,237
35712.688,1423,3.2,8.3,7.2,237
35712.697,2319,5.37,5.04,1.2,237
35712.697,1510,5.71,4.42,6,237
35712.709,2945,5.37,7.6,10.8,237
35712.73,2721,8.62,9.62,10.8,237
35712.73,163,9.75,23.49,3.5,237
35712.74,363,10.39,-1.14,-1.2,237
35712.74,4324,11.1,2.73,-1.2,237
35712.74,2413,10.74,3.88,1.2,237
35712.751,1814,11.76,14.02,8.8,237
35712.761,1154,13.36,5.54,4.8,237
35712.771,1080,14.51,13.12,7,237
35712.771,1850,18.71,8.36,3.6,237
35712.793,1223,16.18,9.82,6,237
35712.803,3883,18.33,5.8,8.4,237
35712.823,1021,20.9,6.24,4.8,237
35712.844,4279,23.77,4.9,3.6,237
35712.866,2574,25.59,4.67,6,237
35712.887,1662,28.53,7.13,3.6,237
35712.899,2039,28.13,7.61,6,237
35712.908,542,31.34,1.71,-1.2,237
35712.919,325,32.5,19.23,1.7,237
35712.94,2034,34.54,10.34,5.3,237
35712.94,1064,34.55,18.76,5.3,237
35712.961,123,37.57,20.62,5.3,237
35712.972,582,38.23,1.22,1.2,237
35712.972,1305,38.68,5.33,2.4,237
35712.992,423,40.77,1.66,-1.2,237
35713.023,1692,44.69,10,5.3,237
35713.023,113,49.33,10.38,3.5,237
35713.044,163,47.24,10.95,1.7,237
35713.055,524,53.87,1.97,-1.2,237
35713.055,103,48.4,1.09,1.2,237
35713.065,2278,50.28,11.5,5.3,237
35713.065,103,49.8,17.3,1.7,237
35713.075,140,50.94,1.86,4.8,237
35713.128,119,56.38,8.02,-4.8,237
35713.138,192,58.59,-0.23,-2.4,237
35714.869,1113,268.71,26.01,-1.7,238
35714.879,983,269.89,4.35,-2.4,238
35714.9,1320,272.13,5.23,1.2,238
35714.92,1031,274.65,5.46,1.2,238
35714.983,782,282.91,5.2,1.2,238
35715.004,1055,284.73,6.08,-1.2,238
35715.047,789,290.23,3.07,1.2,238
35715.058,103,291.15,13.87,5.3,238
35715.088,1073,294.83,4.23,2.4,238
35715.1,1743,294.85,7.9,6,238
35715.152,1591,302.39,2.97,-2.4,238
35715.163,884,302.42,9.2,3.6,238
35715.163,1271,304.05,15.52,7,238
35715.173,1616,305.13,2.23,-2.4,238
35715.173,1612,305.63,2.66,1.2,238
35715.204,1371,308.18,8.59,7.2,238
35715.204,144,309.32,24.13,3.5,238
35715.226,1335,311.83,14.27,7,238
35715.256,991,315.17,0.58,2.4,238
35715.256,2309,314.93,2.73,4.8,238
35715.298,1195,319.83,0.76,2.4,238
35715.34,875,325.56,0.45,1.2,238
35715.362,2049,327.4,2.48,1.2,238
35715.362,1680,327.78,2.28,2.4,238
35715.372,1763,328.77,15.81,8.8,238
35715.382,1203,329.91,2.05,1.2,238
35715.382,1630,329.91,2.06,1.2,238
35715.382,1803,330.62,3.32,-1.2,238
35715.382,2476,330.28,4.82,7.2,238
35715.393,111,331.78,34.06,3.5,238
35715.424,1445,335.34,1.93,-1.2,238
35715.424,1802,335.71,2.82,1.2,238
35715.424,4215,335.01,3.48,8.4,238
35715.435,2380,336.38,11.27,8.8,238
35715.435,193,336.65,29.3,5.3,238
35715.446,1452,341.12,0.75,1.2,238
35715.446,1162,337.91,0.98,-1.2,238
35715.446,1763,338.01,1.97,-2.4,238
35715.446,4489,337.56,2.79,9.6,238
35715.446,3841,337.91,2.35,8.4,238
35715.446,739,337.56,2.4,3.6,238
35715.478,1279,341.49,10.37,7,238
35715.498,1139,348.77,10.23,-8.4,238
35715.498,1336,344.52,11.06,7,238
35715.518,164,347.07,20.89,3.5,238
35715.529,2638,348.43,0.55,1.2,238
35715.529,3843,348.45,0.69,1.2,238
35715.54,151,349.6,13.58,1.7,238
35715.54,330,349.33,16.5,5.3,238
35715.55,1855,350.62,-1.25,-1.2,238
35715.571,1852,353.49,-0.73,2.4,238
35715.582,1146,354.16,10.19,-7,238
35715.592,4015,355.29,-0.36,-1.2,238
35715.592,1370,355.64,4.34,7.2,238
35715.603,1139,355.64,7.63,6,238
35715.613,4782,357.82,-0.2,1.2,238
35715.613,2234,358.54,1.08,-2.4,238
35715.613,4526,357.83,3.78,10.8,238
35715.613,1391,357.85,5.33,6,238
35715.634,1472,0.37,4.52,4.8,238
35715.645,2297,0.73,8.37,9.6,238
35715.645,1600,1.08,8.71,7.2,238
35715.645,174,2.97,21.75,3.5,238
35715.655,1563,3.25,-0.22,-3.6,238
35715.655,2253,3.27,3.98,1.2,238
35715.655,1454,2.88,7.64,7.2,238
35715.666,1279,4.49,11.53,8.8,238
35715.666,1731,3.6,8.68,7.2,238
35715.666,1580,4.73,14.01,8.8,238
35715.717,3745,10.78,5.07,9.6,238
35715.729,639,11.9,12.14,5.3,238
35715.739,4333,12.99,2.99,1.2,238
35715.739,4289,13.21,2.89,-2.4,238
35715.739,1170,13.01,6.16,4.8,238
35715.75,2145,14.85,9.97,8.8,238
35715.76,4285,15.95,3.06,2.4,238
35715.76,2114,15.87,3.83,1.2,238
35715.76,4311,15.52,2.87,2.4,238
35715.76,3885,15.52,4.2,7.2,238
35715.771,2514,15.55,8.52,6,238
35715.771,1234,15.55,9.39,6,238
35715.781,1380,18.37,3.84,3.6,238
35715.781,3640,18.07,6.94,9.6,238
35715.781,3905,18.79,5.93,8.4,238
35715.791,272,19.72,28.53,3.5,238
35715.813,899,20.98,8.23,4.8,238
35715.822,2093,23.13,1.39,1.2,238
35715.834,2790,23.87,8.19,7.2,238
35715.834,1861,23.57,7.61,3.6,238
35715.843,4385,25.68,6.51,7.2,238
35715.854,130,27.53,11.73,5.3,238
35715.854,940,26.05,8.02,3.6,238
35715.865,603,28.21,1.76,1.2,238
35715.875,2149,28.94,7.38,4.8,238
35715.896,1084,32.6,18.69,5.3,238
35715.896,280,32.6,17.8,1.7,238
35715.907,3313,33.96,3.15,-1.2,238
35715.918,112,34.88,9.98,-1.7,238
35715.918,1007,35.12,12.74,5.3,238
35715.938,3085,36.32,9.12,8.4,238
35715.949,309,38.31,0.45,1.2,238
35715.949,599,38.32,1.47,-1.2,238
35715.949,303,38.32,0.7,-1.2,238
35715.949,1892,38.74,5.03,2.4,238
35715.96,1104,39.91,9.97,1.7,238
35715.991,2140,43.37,1.5,1.2,238
35715.991,2161,43.37,1.26,-7.2,238
35716.033,531,49.26,0.7,-1.2,238
35716.033,94,49.17,2.03,1.2,238
35716.054,499,51.24,0.63,2.4,238
35716.074,112,53.86,-0.46,2.4,238
35716.127,108,60.06,16.84,-1.7,238
35716.137,1024,61.58,2.58,1.2,238
35717.857,1013,270.04,4.43,-2.4,239
35717.867,1110,271.11,25.89,-1.7,239
35717.879,1021,272.26,4.9,1.2,239
35717.889,112,273.88,28.2,5.3,239
35717.952,1021,280.24,7.58,-2.4,239
35717.962,762,283.04,4.28,1.2,239
35717.962,792,282.64,5.61,7.2,239
35717.983,1051,284.87,6.18,2.4,239
35718.004,804,287.4,6.62,2.4,239
35718.015,212,288.77,22.27,3.5,239
35718.036,1194,289.94,7.84,3.6,239
35718.046,1054,292.47,4.19,1.2,239
35718.067,704,295.34,0.23,1.2,239
35718.088,113,297.51,1.22,13.3,239
35718.108,1081,300.03,2.24,-2.4,239
35718.108,1593,300.29,3.15,-2.4,239
35718.119,154,301.91,21.88,3.5,239
35718.129,1551,303.28,2.4,-2.4,239
35718.129,1612,303.28,3.87,1.2,239
35718.161,158,306.96,29.53,1.7,239
35718.182,882,308.34,7.83,3.6,239
35718.214,101,312.01,35.32,3.5,239
35718.214,990,315.23,0.72,2.4,239
35718.214,2281,312.63,2.71,6,239
35718.255,1496,318.18,6.41,3.6,239
35718.298,1152,322.47,1.52,1.2,239
35718.298,2204,322.47,2.52,2.4,239
35718.298,1915,322.48,4.26,4.8,239
35718.308,159,323.85,24.04,7,239
35718.319,1102,325.21,1.2,2.4,239
35718.319,2037,324.96,3.17,-1.2,239
35718.319,1431,325.69,2.35,2.4,239
35718.319,2554,324.97,3.34,3.6,239
35718.319,2410,324.99,4.19,6,239
35718.329,1453,325,8.6,6,239
35718.339,3350,327.88,2.77,7.2,239
35718.339,3553,327.53,6.4,10.8,239
35718.35,1244,327.54,8.17,4.8,239
35718.36,1803,330.45,3.16,-1.2,239
35718.36,2383,330.04,3.35,1.2,239
35718.36,2495,330.35,4.64,7.2,239
35718.381,903,332.91,-0.29,1.2,239
35718.393,230,334.18,14.65,1.7,239
35718.402,1141,335.46,1.51,2.4,239
35718.402,1812,335.85,2.65,2.4,239
35718.413,1359,342.11,10.8,8.8,239
35718.413,121,337.02,22.66,8.8,239
35718.413,1350,335.86,7.98,7.2,239
35718.424,1713,337.66,2.1,3.6,239
35718.424,1780,337.68,1.86,1.2,239
35718.444,2604,340.25,4.92,8.4,239
35718.456,110,341.62,13.54,7,239
35718.456,142,340.52,9.26,-2.4,239
35718.456,174,342.11,19.45,3.5,239
35718.465,455,343.48,-0.41,-1.2,239
35718.465,182,343.48,-1.15,-1.2,239
35718.465,2285,342.79,4.83,6,239
35718.477,1122,348.12,10.4,-7.2,239
35718.487,1931,345.65,1.85,2.4,239
35718.529,1855,350.73,-1.29,-1.2,239
35718.549,145,353.61,-0.78,-2.4,239
35718.56,1123,354.49,10.18,-8.8,239
35718.569,3772,355.44,0.9,9.6,239
35718.581,188,356.82,19.86,3.5,239
35718.581,635,356.82,22.68,7,239
35718.591,2263,358.35,1.21,-2.4,239
35718.591,2712,358.23,4.37,7.2,239
35718.591,1760,357.98,5.2,8.4,239
35718.602,1353,359.82,13.07,8.8,239
35718.612,2215,1.17,1.53,1.2,239
35718.612,3115,0.84,5.8,9.6,239
35718.612,2915,0.89,3.92,7.2,239
35718.623,1619,0.5,9.03,6,239
35718.633,323,2.98,-0.93,1.2,239
35718.633,1563,3.68,-0.29,-4.8,239
35718.633,4485,3.34,4.27,12,239
35718.633,2285,3.71,4.43,1.2,239
35718.644,1301,4.36,11.49,7,239
35718.644,1610,4.84,13.42,10.6,239
35718.644,1751,3.02,8.5,7.2,239
35718.655,513,5.49,-0.96,1.2,239
35718.655,2314,5.95,5.17,2.4,239
35718.665,2640,5.53,6.96,9.6,239
35718.674,1714,8.33,4.97,6,239
35718.674,1130,8.76,6.98,6,239
35718.685,2783,8.4,8.7,10.8,239
35718.685,661,9.69,17.23,5.3,239
35718.696,361,11.25,-0.93,-2.4,239
35718.706,1094,11.29,8.41,4.8,239
35718.706,1116,12.09,12.84,7,239
35718.706,760,12.42,14.14,5.3,239
35718.727,2904,13.11,8.12,7.2,239
35718.727,1635,13.11,10.05,6,239
35718.727,113,13.11,9.27,2.4,239
35718.738,4320,15.61,2.87,2.4,239
35718.738,3910,15.61,4.5,7.2,239
35718.748,2425,20.65,7.4,6,239
35718.759,3933,18.16,5.53,8.4,239
35718.77,1555,19.78,10.28,7,239
35718.77,145,19.52,11.44,3.5,239
35718.77,101,19.53,15.35,1.7,239
35718.78,2112,21.4,3.26,-7.2,239
35718.78,3630,21.02,6.23,8.4,239
35718.822,3303,26.18,4.11,-2.4,239
35718.833,944,25.78,8.23,3.6,239
35718.863,3401,30.83,3.35,-1.2,239
35718.885,3453,33.75,3.88,-1.2,239
35718.896,270,34.97,28.78,1.7,239
35718.926,1902,38.72,4.81,2.4,239
35718.937,2333,38.45,7.63,4.8,239
35718.947,431,41.49,1.86,-2.4,239
35718.969,1385,43.93,4.99,2.4,239
35719.011,2383,48.57,2.31,1.2,239
35719.011,531,49.29,1.05,-2.4,239
35719.011,2552,49.11,3.22,-1.2,239
35719.073,2131,56.92,2.84,-1.2,239
35719.084,111,56.5,10.11,2.4,239
35719.115,259,61.29,-0.36,-2.4,239
35719.115,524,61.29,1.85,2.4,239
35719.147,1305,65.49,12.32,1.7,239
35719.147,103,64.11,9.24,-2.4,239
35720.825,1106,269.05,10.37,3.5,240
35720.825,101,270.33,20.74,1.7,240
35720.877,1012,274.98,5.06,1.2,240
35720.93,142,280.72,8.36,6,240
35720.939,753,284.84,3.95,1.2,240
35720.961,810,285.75,5.23,-1.2,240
35721.024,298,293.29,0.93,-1.2,240
35721.024,1031,292.61,3.57,-1.2,240
35721.024,1075,292.95,4.37,1.2,240
35721.067,681,298.34,0.53,-1.2,240
35721.067,1622,298.34,2.31,1.2,240
35721.067,2199,298.35,5.63,3.6,240
35721.086,1605,300.16,3.52,-1.2,240
35721.128,1632,305.9,1.88,-1.2,240
35721.128,1582,305.48,1.73,2.4,240
35721.128,738,305.18,-0.24,1.2,240
35721.139,285,306.8,27.82,5.3,240
35721.17,973,310.5,0.07,2.4,240
35721.191,1240,313.31,1.47,1.2,240
35721.202,1376,313.94,13.58,7,240
35721.202,563,313.94,14.06,3.5,240
35721.212,1713,315.79,2.47,-1.2,240
35721.212,1213,315.08,1.83,-2.4,240
35721.212,1752,316.57,3.12,1.2,240
35721.212,2042,315.81,5.86,7.2,240
35721.212,2280,315.81,5.42,6,240
35721.234,1723,318.14,2.5,2.4,240
35721.255,1520,320.48,5.49,4.8,240
35721.276,2733,322.63,2.86,6,240
35721.276,3241,322.64,4.63,7.2,240
35721.286,1580,322.65,9.55,4.8,240
35721.307,702,326.73,11.04,7,240
35721.317,1680,327.67,2.67,1.2,240
35721.317,1203,328.4,2.09,-2.4,240
35721.317,2042,327.68,3.32,1.2,240
35721.317,2700,327.68,2.59,3.6,240
35721.328,253,329.37,28.28,1.7,240
35721.339,1212,330.54,1.87,2.4,240
35721.339,2516,330.63,4.89,7.2,240
35721.371,503,332.76,10.01,7.2,240
35721.391,1369,335.3,8.53,6,240
35721.402,1771,337.82,3.09,-1.2,240
35721.402,1491,338.55,5.69,6,240
35721.412,2046,337.85,7.83,4.8,240
35721.412,921,339.2,11.64,7,240
35721.423,2620,340.38,5.34,9.6,240
35721.433,132,340.39,9.36,-4.8,240
35721.444,2312,343.6,1.67,-1.2,240
35721.444,1455,342.91,5.76,6,240
35721.455,1090,349.45,10.94,-8.4,240
35721.455,1387,344.27,10.54,8.8,240
35721.455,121,344.27,11.26,7,240
35721.455,288,344.28,17.19,5.3,240
35721.465,4692,346.13,1.17,-1.2,240
35721.486,3516,347.95,1.08,1.2,240
35721.486,2635,348.34,0.37,2.4,240
35721.486,1034,347.95,4.05,3.6,240
35721.486,1338,348.38,5.05,6,240
35721.506,172,350.47,2.07,2.4,240
35721.506,3202,350.49,5,8.4,240
35721.506,1736,350.49,4.85,7.2,240
35721.518,111,351.84,15.23,3.5,240
35721.518,202,351.85,18.21,5.3,240
35721.538,1099,354.35,10.78,-7,240
35721.548,3024,355.5,2.44,8.4,240
35721.559,1383,355.9,9.36,9.6,240
35721.569,153,358.02,-0.08,-1.2,240
35721.569,2285,358.05,5.3,4.8,240
35721.58,1384,359.89,13.6,10.6,240
35721.59,1424,0.84,-0.35,2.4,240
35721.59,2253,1.27,1.7,2.4,240
35721.601,930,1.92,11.23,7,240
35721.611,2241,3.5,4.61,2.4,240
35721.611,2272,3.13,4.37,-1.2,240
35721.621,3046,3.11,7.93,10.8,240
35721.621,1639,4.47,13.44,10.6,240
35721.631,2332,6.11,5.23,3.6,240
35721.653,359,8.87,-0.82,-2.4,240
35721.653,1150,8.17,7.08,7.2,240
35721.664,776,9.85,14.41,5.3,240
35721.706,2551,13.97,8.85,7.2,240
35721.706,2195,13.56,9.83,8.4,240
35721.717,2440,15.97,7.35,6,240
35721.727,2074,16.18,7.76,7.2,240
35721.748,929,18.33,7.6,4.8,240
35721.758,2093,21.2,3.1,-7.2,240
35721.758,3656,20.85,6.38,8.4,240
35721.758,2579,21.56,5.77,7.2,240
35721.769,2986,20.86,8.44,7.2,240
35721.789,959,24.1,7.73,3.6,240
35721.8,3295,26.2,4.12,-1.2,240
35721.8,3331,25.9,4.1,2.4,240
35721.811,2039,26.23,8.09,6,240
35721.821,244,29.11,0.37,2.4,240
35721.831,1116,30.03,17.75,5.3,240
35721.842,562,31.65,1.42,1.2,240
35721.842,2730,31.35,6.83,6,240
35721.874,103,34.85,21.76,-1.7,240
35721.884,1320,36,5.72,2.4,240
35721.905,2346,39.24,1.1,1.2,240
35721.947,443,43.6,1.86,1.2,240
35721.947,2121,43.61,1.03,1.2,240
35721.968,541,46.87,0.41,-1.2,240
35722.01,1594,51.27,3.17,1.2,240
35722.031,131,53.82,7.04,-2.4,240
35722.041,1932,54.19,7.88,2.4,240
35722.051,513,57.06,2.02,1.2,240
35722.072,193,59.61,0.24,-2.4,240
35722.094,1332,62.15,-0.31,-1.2,240
35723.803,108,268.86,24.34,5.3,241
35723.907,239,281.76,22.32,5.3,241
35723.971,230,289.57,24.89,3.5,241
35724.001,995,293.73,2.46,1.2,241
35724.023,954,295.63,2.11,-1.2,241
35724.065,1092,300.34,1.81,-2.4,241
35724.086,1540,303.56,1.91,1.2,241
35724.086,1578,303.13,2.65,-1.2,241
35724.086,2230,303.37,5.78,6,241
35724.096,312,304.47,25.19,7,241
35724.107,1602,306.07,0.03,1.2,241
35724.127,1024,308.22,2.79,2.4,241
35724.148,972,314.04,0.21,-1.2,241
35724.159,1795,312.05,13.43,7,241
35724.17,1351,313.22,5.36,3.6,241
35724.182,1394,314.58,13.3,7,241
35724.182,175,314.58,20.83,3.5,241
