时间(s),斜距(m),方位角（°）,俯仰角（°）,径向速度（m/s）,圈数
42661.457,1971,349.79,6.99,8.4,50
42661.478,2075,352.71,5.92,6,50
42661.489,691,353.7,14.4,7,50
42661.511,716,356.71,17.14,5.3,50
42661.511,433,356.91,28.79,7,50
42661.511,339,357.99,35.95,7,50
42661.531,1242,359.01,10.84,5.3,50
42661.531,1027,357.38,9.3,6,50
42661.541,1378,1.37,7.62,6,50
42661.551,734,1.74,13.49,5.3,50
42661.551,759,1.27,15.97,5.3,50
42661.573,753,3.8,19.05,5.3,50
42661.594,1398,5.61,9.34,7.2,50
42661.614,609,9.32,14.91,5.3,50
42661.657,1158,12.53,8.65,6,50
42661.657,889,13.88,12.45,5.3,50
42661.678,835,16.67,10.96,5.3,50
42661.687,1461,17.94,6.13,9.6,50
42661.719,619,21.48,15.37,5.3,50
42661.741,925,24.02,14.45,5.3,50
42661.782,643,29.08,13.52,5.3,50
42661.782,1813,27.73,7.91,6,50
42661.782,1043,29.31,10.38,7,50
42661.782,553,29.1,21.18,5.3,50
42664.09,1193,307.02,7.53,6,51
42664.09,654,308.63,15.34,7,51
42664.154,1054,316.03,11.08,7,51
42664.154,421,316.1,27.58,5.3,51
42664.173,1026,318.31,11.37,5.3,51
42664.173,793,318.32,15.32,5.3,51
42664.173,493,321.64,25.43,5.3,51
42664.195,1467,319.48,8.37,6,51
42664.215,1382,322.3,9.28,6,51
42664.278,654,330.89,19.32,5.3,51
42664.32,1056,336.02,11.03,5.3,51
42664.362,1309,339.71,8.32,6,51
42664.362,1930,339.71,7.11,7.2,51
42664.362,677,341.07,17.19,5.3,51
42664.372,1512,342.25,5.93,13.3,51
42664.405,1000,346.16,11.57,7,51
42664.415,2222,347.79,6.41,7.2,51
42664.425,831,348.93,11.53,7,51
42664.467,1463,352.69,8.59,6,51
42664.467,822,353.79,14.1,5.3,51
42664.467,452,356.35,27.37,7,51
42664.488,734,356.33,16.69,5.3,51
42664.488,452,356.43,27.37,7,51
42664.488,359,356.55,34.22,7,51
42664.509,1042,357.51,9.29,6,51
42664.509,752,359.34,13.18,5.3,51
42664.519,1399,0.03,7.26,7.2,51
42664.551,769,3.93,18.62,5.3,51
42664.551,531,3.93,22.58,5.3,51
42664.614,1082,11.74,10.84,5.3,51
42664.655,1113,15.18,9.07,6,51
42664.655,855,16.81,10.72,7,51
42664.719,1776,23.48,7.65,6,51
42664.729,1825,25.29,6.77,6,51
42664.739,1312,25.3,9.85,6,51
42667.068,1207,307.22,9.6,7.2,52
42667.068,673,309.03,14.14,5.3,52
42667.089,609,311.25,14.93,5.3,52
42667.11,743,313.45,11.8,5.3,52
42667.131,1064,316.19,10.67,5.3,52
42667.131,512,322.8,24.04,7,52
42667.151,812,318.74,15.64,5.3,52
42667.151,433,318.55,26.73,7,52
42667.194,403,323.74,27.84,5.3,52
42667.215,1073,326.22,10.75,5.3,52
42667.215,513,325.99,23.8,7,52
42667.235,1384,328.81,9.84,5.3,52
42667.245,1960,330.4,4.91,9.6,52
42667.256,686,331.32,19.1,5.3,52
42667.299,1073,336.19,10.74,7,52
42667.299,631,336.19,15.61,5.3,52
42667.32,1214,338.98,10.91,5.3,52
42667.341,1982,340.34,7.19,6,52
42667.341,1324,339.91,8.51,6,52
42667.361,1191,342.52,8.7,7.2,52
42667.393,2251,347.86,5.79,7.2,52
42667.446,473,356.2,26.24,7,52
42667.466,433,356.48,26.23,7,52
42667.466,379,356.97,31.73,7,52
42667.497,1420,0.55,6.65,6,52
42667.592,1098,11.85,11.03,7,52
42667.635,1842,16.03,7.74,6,52
42667.635,1131,15.32,9.24,7.2,52
42667.635,1210,16.67,10.44,5.3,52
42667.676,951,21.96,15.21,5.3,52
42667.698,1339,23.3,10.49,6,52
42667.718,669,26.78,15.84,5.3,52
42667.844,1069,42.22,12.35,-5.3,52
42669.773,642,275.82,13.8,5.3,53
42669.962,600,298.75,15.8,5.3,53
42670.004,1004,302.26,9.51,6,53
42670.068,623,311.1,14.35,5.3,53
42670.077,1338,315.46,6.92,7.2,53
42670.109,522,316.24,23.84,5.3,53
42670.131,461,320.16,25.57,7,53
42670.151,1019,321.16,10.86,8.8,53
42670.171,1413,322.66,8.25,7.2,53
42670.171,654,323.69,17.27,5.3,53
42670.194,1338,325.55,9.24,6,53
42670.194,1085,326.2,10.78,5.3,53
42670.194,531,326.41,23.22,7,53
42670.214,433,328.71,21.74,5.3,53
42670.225,1995,329.86,4.82,8.4,53
42670.257,645,334.28,14.93,5.3,53
42670.287,2199,338.22,5.35,7.2,53
42670.298,1342,338.23,8.4,6,53
42670.338,1441,342.81,9.7,7.2,53
42670.371,2263,347.67,5.5,7.2,53
42670.424,1483,353.47,8.06,6,53
42670.424,494,356.04,24.87,7,53
42670.433,2220,355.28,5.72,6,53
42670.445,398,357.27,29.7,7,53
42670.465,1162,359.44,11.4,7,53
42670.465,1434,3.02,7.64,7.2,53
42670.465,808,359.19,13.89,7,53
42670.529,495,7.24,17.91,5.3,53
42670.549,1054,9.29,9.89,7,53
42670.592,1149,13.45,9.05,6,53
42670.592,1228,15.34,10.56,6,53
42670.612,1861,16.23,7.55,6,53
42670.612,771,17.36,18.06,5.3,53
42670.634,1423,18.29,9.65,9.6,53
42670.675,845,24.93,11.67,7,53
42670.706,2032,28.46,6.68,6,53
42670.738,1098,30.66,9.54,7.2,53
42670.853,1360,46.14,6.62,6,53
42672.753,791,276.15,17.9,7,54
42672.793,643,281.46,13.58,5.3,54
42672.898,702,293.87,15.78,5.3,54
42672.942,612,299.15,15.46,5.3,54
42673.024,638,309.2,14.62,5.3,54
42673.077,1334,315.32,6.7,6,54
42673.129,1206,321.73,10.75,7,54
42673.129,480,321.75,24.33,5.3,54
42673.15,1443,322.42,9.26,7.2,54
42673.171,1354,325.65,8.85,6,54
42673.171,551,326.74,22.28,7,54
42673.254,703,336.41,18.12,5.3,54
42673.275,1359,340,8.18,6,54
42673.286,1292,340.19,7.61,6,54
42673.297,2019,340.53,6.75,6,54
42673.318,691,344.6,20.68,5.3,54
42673.359,1483,347.83,8.2,6,54
42673.402,515,355.85,23.65,7,54
42673.422,417,357.05,28.27,7,54
42673.444,1183,359.56,11.26,7,54
42673.444,820,359.32,12.91,7,54
42673.444,814,359.33,15.29,5.3,54
42673.537,1399,10.95,6.29,6,54
42673.569,1246,14.44,10.27,7,54
42673.612,1452,18.11,8.6,8.4,54
42673.612,975,19.95,14.2,7,54
42673.632,871,22,15.62,5.3,54
42673.632,624,22.48,15.5,8.8,54
42673.716,1636,30.78,8.7,6,54
42675.876,600,293.94,21.13,5.3,55
42675.939,622,301.29,15.29,5.3,55
42676.003,1241,307.85,7.84,7.2,55
42676.003,1311,309.07,10.98,7,55
42676.003,651,309.31,13.59,5.3,55
42676.049,1175,314.05,11.6,5.3,55
42676.057,1353,315.57,6.43,6,55
42676.108,1222,321.62,10.79,5.3,55
42676.108,499,323.51,23.32,7,55
42676.108,313,321.36,28.88,5.3,55
42676.15,1374,325.78,8.35,6,55
42676.15,791,326.45,17.03,5.3,55
42676.15,571,328,21.44,7,55
42676.18,2034,330.48,5.5,8.4,55
42676.235,1129,336.51,12.33,8.8,55
42676.317,900,346.9,11.8,5.3,55
42676.38,539,355.7,22.78,7,55
42676.38,433,356.56,26.85,7,55
42676.401,1459,355.51,8.22,6,55
42676.422,1418,358.04,9.14,7.2,55
42676.422,1202,359.39,11.24,7,55
42676.506,1506,8.14,9.38,6,55
42676.506,1144,9.76,11.74,5.3,55
42676.527,1153,10.68,9.95,7.2,55
42676.527,803,12.5,17.95,7,55
42676.568,1223,15.71,8.56,6,55
42676.631,1324,23.28,9.49,7.2,55
42676.673,771,30.15,13.35,5.3,55
42676.695,693,32.19,13.59,5.3,55
42676.757,892,39.8,11.48,5.3,55
42678.854,733,294.09,15.76,5.3,56
42678.981,1254,308.3,7.66,6,56
42678.981,653,313.92,13.97,5.3,56
42679.044,332,316.9,27.38,5.3,56
42679.064,696,318.91,15.58,5.3,56
42679.085,1236,321.91,10.84,5.3,56
42679.106,800,324.43,16.67,5.3,56
42679.106,516,324.84,22.68,7,56
42679.117,1343,325.47,7.05,6,56
42679.148,591,329.01,20.74,7,56
42679.189,1091,334.13,11.89,5.3,56
42679.189,764,334.63,17.23,5.3,56
42679.211,1483,335.74,6.96,7.2,56
42679.233,1380,337.84,7.35,6,56
42679.233,1489,338.26,8.55,10.8,56
42679.243,1318,340.41,7.42,6,56
42679.253,1030,341.78,11.09,5.3,56
42679.326,1745,350.57,5.82,6,56
42679.337,961,351.94,12.37,5.3,56
42679.358,560,355.52,22.02,7,56
42679.358,461,356.3,25.53,7,56
42679.358,433,356.35,25.49,7,56
42679.378,1469,355.64,7.97,6,56
42679.378,799,357.22,14.86,5.3,56
42679.4,832,359.99,15.79,5.3,56
42679.41,1705,0.8,7.44,6,56
42679.484,1525,8.94,9.1,7.2,56
42679.484,1161,9.58,11.6,7,56
42679.505,1271,12.59,10.11,5.3,56
42679.588,1785,20.88,7.75,6,56
42679.588,701,22.49,14,5.3,56
42679.609,1343,23.49,8.85,8.4,56
42679.631,642,27.29,14.6,5.3,56
42679.652,1664,28.46,8.56,6,56
42681.748,775,284.34,14.62,5.3,57
42681.79,927,289.38,10.48,5.3,57
42681.833,830,293.96,15.2,5.3,57
42681.875,531,299.02,16.55,7,57
42681.916,765,304.56,17.28,5.3,57
42681.959,680,309.08,12.99,5.3,57
42682,1211,314.03,11.63,5.3,57
42682,348,314.05,25.89,7,57
42682.042,713,319.38,15.55,5.3,57
42682.063,1250,321.57,10.83,5.3,57
42682.084,815,326.73,15.39,5.3,57
42682.084,733,325.57,15.83,5.3,57
42682.084,536,326.26,21.5,7,57
42682.106,1359,325.61,6.63,6,57
42682.126,611,329.92,19.97,7,57
42682.147,1433,330.73,8.43,6,57
42682.147,980,331.67,11.21,7,57
42682.169,779,334.26,17.03,5.3,57
42682.188,1471,336.13,7.53,6,57
42682.211,1043,339.65,11.44,5.3,57
42682.273,1500,345.61,8.57,6,57
42682.315,976,352.04,10.86,5.3,57
42682.336,582,355.67,20.99,7,57
42682.336,482,356.09,24.24,7,57
42682.357,815,357.09,14.29,5.3,57
42682.419,1230,4.86,10.86,5.3,57
42682.419,563,4.66,15.68,5.3,57
42682.588,1362,24.05,9.31,7.2,57
42682.597,2209,26.05,6.38,6,57
42682.745,1384,43.74,7.49,7.2,57
42684.77,943,289.09,10.28,5.3,58
42684.791,663,291.62,13.28,5.3,58
42684.81,843,294.13,14.48,5.3,58
42684.832,544,296.65,16.22,5.3,58
42684.936,373,309.51,24.14,7,58
42685.02,1410,318.59,7.86,6,58
42685.02,719,319.73,16.51,5.3,58
42685.041,1001,322.05,11.54,7,58
42685.063,1552,322.98,8.67,7.2,58
42685.063,753,324.56,14.34,7,58
42685.083,762,326.83,16.18,5.3,58
42685.083,556,327.08,20.78,7,58
42685.105,1463,328.02,8.92,6,58
42685.105,632,330.87,19.27,7,58
42685.146,1135,334.67,11.33,7,58
42685.146,762,334.92,17.72,5.3,58
42685.189,1055,339.8,11.06,5.3,58
42685.23,1350,343.27,6.87,6,58
42685.251,901,347.15,13.46,5.3,58
42685.261,2136,348.31,4.67,9.6,58
42685.273,989,350.15,12.59,7,58
42685.314,603,355.33,20.2,7,58
42685.314,502,356.06,23.13,7,58
42685.345,2261,358.39,4.95,6,58
42685.376,1126,2.77,10.47,5.3,58
42685.399,1793,3.79,7.51,6,58
42685.399,1205,3.78,9.48,7.2,58
42685.419,1224,8.37,11.06,7,58
42685.462,1573,11.05,8.57,7.2,58
42685.462,702,12.9,18.94,5.3,58
42685.544,902,22.78,10.71,7,58
42685.556,1949,23.97,6.24,6,58
42685.575,2223,26.2,6.41,6,58
42685.587,1048,27.78,10.75,7,58
42685.691,1134,40.5,10.57,5.3,58
42687.725,993,286.91,11.51,7,59
42687.872,421,304.32,22.64,5.3,59
42687.893,711,309.21,12.5,5.3,59
42687.935,628,311.98,16.62,5.3,59
42687.978,750,316.8,13.66,5.3,59
42687.999,733,319.32,16.5,5.3,59
42688.041,775,324.62,14.47,7,59
42688.062,1471,326.24,7.9,6,59
42688.062,576,328.3,20.08,7,59
42688.082,829,329.43,14.62,5.3,59
42688.104,653,331.95,18.36,7,59
42688.124,1153,334.69,11,5.3,59
42688.124,770,334.77,17.72,5.3,59
42688.166,1070,339.85,10.89,5.3,59
42688.239,2163,348.39,5.34,6,59
42688.292,625,355.24,19.43,7,59
42688.313,524,357.38,22.42,7,59
42688.323,2099,358.53,5.16,8.4,59
42688.334,1170,358.54,8.6,6,59
42688.334,1292,0.38,10.53,7,59
42688.397,1915,6.13,6.94,7.2,59
42688.427,1260,11.6,7.35,7.2,59
42688.438,1601,11.54,8.24,8.4,59
42688.438,1213,11.2,8.68,7.2,59
42688.481,1228,18.68,11.05,5.3,59
42688.511,1351,21.36,6.55,7.2,59
42688.523,724,23.13,19,5.3,59
42688.532,2214,24.17,4.31,6,59
42688.532,1969,24.52,7,7.2,59
42688.544,805,25.65,13.82,5.3,59
42688.564,719,27.69,14.04,5.3,59
42690.851,409,304.44,22.26,7,60
42690.851,403,304.45,30.34,5.3,60
42690.914,962,311.85,14.52,5.3,60
42690.914,644,311.91,15.83,5.3,60
42690.956,1434,316.24,7.01,6,60
42690.956,733,316.88,14.28,5.3,60
42690.976,746,319.38,16.38,5.3,60
42691.019,792,324.92,14.76,5.3,60
42691.041,1459,326.3,7.67,6,60
42691.041,596,329.34,19.4,7,60
42691.082,673,332.4,17.81,7,60
42691.123,1343,336.1,8.47,6,60
42691.144,870,339.95,13.19,5.3,60
42691.154,2131,341.61,5.7,7.2,60
42691.186,1530,343.85,8.57,7.2,60
42691.186,765,344.81,17.64,5.3,60
42691.186,362,344.82,29.5,5.3,60
42691.217,1977,348.94,7.17,8.4,60
42691.269,649,355.51,18.69,7,60
42691.269,546,355.68,21.32,7,60
42691.281,2083,356.09,5.51,-6,60
42691.312,912,359.96,12.95,7,60
42691.333,1544,1.51,7.56,7.2,60
42691.376,1241,7.55,11.57,7,60
42691.417,1625,11.64,8.36,8.4,60
42691.438,1448,14.52,7.54,6,60
42691.438,1053,15.37,12.4,7,60
42691.51,2232,24.24,3.9,6,60
42691.533,2015,27.17,6.54,6,60
42691.636,1420,39.42,6.95,6,60
42693.64,921,281.81,15.26,7,61
42693.681,733,287.39,13.74,5.3,61
42693.702,994,288.04,9.5,6,61
42693.786,456,299.51,20.82,5.3,61
42693.809,433,302.05,21.16,7,61
42693.809,418,302.06,28.64,5.3,61
42693.829,990,303.52,9.68,7.2,61
42693.892,525,312.03,23.28,5.3,61
42693.912,764,314.91,13.59,5.3,61
42693.933,764,317.03,15.53,5.3,61
42693.933,733,317.03,15.33,5.3,61
42693.975,500,322.32,19.05,5.3,61
42693.996,805,324.57,14.77,5.3,61
42694.017,860,327.44,13.37,7,61
42694.038,1483,328.23,7.27,6,61
42694.038,1141,329.75,11.4,7,61
42694.038,619,330.07,18.68,7,61
42694.061,695,332.64,17.25,7,61
42694.09,2372,336.26,5.39,6,61
42694.112,2124,338.39,5.49,6,61
42694.123,653,339.8,14.52,10.6,61
42694.132,2149,341.38,5.88,7.2,61
42694.143,383,342.53,28.44,7,61
42694.164,1470,344.25,9.13,6,61
42694.228,671,355.18,17.83,7,61
42694.248,569,355.31,20.22,7,61
42694.311,1572,1.96,7.53,9.6,61
42694.353,1159,7.65,10.44,5.3,61
42694.374,630,10.41,13.86,5.3,61
42694.416,1970,14.59,6.97,6,61
42694.416,1082,15.23,12.6,5.3,61
42694.437,1992,20.7,6.47,6,61
42694.458,936,20.52,12.23,5.3,61
42694.5,733,26.56,14.17,5.3,61
42694.51,1811,26.53,6.6,6,61
42696.66,564,286.98,16.04,7,62
42696.849,678,310.09,14.49,5.3,62
42696.891,782,314.62,13.61,5.3,62
42696.912,778,317.14,16.12,5.3,62
42696.933,1467,318.3,7.28,6,62
42696.953,1196,322.17,11.18,7,62
42696.953,1141,320.83,8.21,6,62
42696.953,822,322.67,14.28,5.3,62
42696.995,509,327.46,22.92,5.3,62
42697.017,1621,329.07,7.1,6,62
42697.017,639,330.21,17.86,7,62
42697.037,718,334.13,16.82,7,62
42697.037,762,332.29,15.67,7,62
42697.058,1181,334.79,11.29,5.3,62
42697.069,2169,338.49,4.86,6,62
42697.081,787,337.34,17.26,5.3,62
42697.101,1001,338.52,10.03,6,62
42697.163,1234,346.51,7.68,6,62
42697.174,2224,348.69,4.26,6,62
42697.174,1662,348.7,5.63,6,62
42697.184,965,350.06,11.36,7,62
42697.226,854,355.14,15.19,5.3,62
42697.226,692,355.14,17.16,8.8,62
42697.236,2051,356.29,5.77,-6,62
42697.248,943,358.15,15.35,5.3,62
42697.268,891,0.66,10.9,5.3,62
42697.268,1219,0.49,11.07,7,62
42697.268,955,0.18,11.46,8.8,62
42697.331,712,7.77,14.31,5.3,62
42697.352,766,10.51,12.52,7,62
42697.414,944,17.87,10.16,5.3,62
42697.457,751,23.25,13.86,5.3,62
42697.498,1459,26.65,9.21,6,62
42699.659,780,289.69,12.32,5.3,63
42699.679,673,292.23,13.29,5.3,63
42699.679,709,292.49,19.36,5.3,63
42699.722,475,297.58,18.6,8.8,63
42699.766,363,302.82,29.29,8.8,63
42699.826,1192,309.82,10.54,5.3,63
42699.826,556,310.3,21.3,5.3,63
42699.847,1291,311.31,9.17,6,63
42699.869,806,314.76,12.38,7,63
42699.869,795,315.24,16.35,5.3,63
42699.931,1490,320.95,9.35,7.2,63
42699.931,835,322.58,13.57,5.3,63
42699.974,832,327.37,15.67,5.3,63
42699.994,660,332.19,17.21,7,63
42700.016,733,334.9,16.37,7,63
42700.057,1233,337.65,11.63,7,63
42700.057,792,337.69,12.1,5.3,63
42700.089,2194,343.64,5.32,7.2,63
42700.12,1154,345.61,11.59,5.3,63
42700.141,1254,347.03,7.98,7.2,63
42700.193,2032,355.39,5.35,-6,63
42700.204,1683,354.3,8.44,6,63
42700.204,613,355.49,18.93,7,63
42700.246,1604,359.66,7.79,6,63
42700.246,905,0.31,10.55,5.3,63
42700.257,1935,1.69,5.54,7.2,63
42700.267,1283,2.44,10.07,5.3,63
42700.288,1976,4.72,7.26,6,63
42700.288,1631,4.02,7.7,8.4,63
42700.309,1252,10.8,6.99,6,63
42700.309,720,8.07,13.44,5.3,63
42700.33,784,10.42,11.85,5.3,63
42700.372,912,15.72,12.65,5.3,63
42700.393,969,17.61,10.68,6,63
42700.445,1845,24.51,6.39,6,63
42702.554,630,279.68,17.2,5.3,64
42702.595,669,284.72,16,5.3,64
42702.658,733,292.79,12.54,5.3,64
42702.742,724,302.66,17.52,5.3,64
42702.764,721,304.96,14.64,5.3,64
42702.805,571,310.2,20.77,5.3,64
42702.825,830,312.9,11.69,5.3,64
42702.825,810,314.29,14.14,5.3,64
42702.868,1295,316.39,9.82,6,64
42702.961,1655,329.14,7.31,6,64
42702.972,760,335.15,16.02,7,64
42702.972,681,332.57,16.76,7,64
42703.014,733,335.17,16.05,7,64
42703.066,2229,342.9,4.96,6,64
42703.088,1995,343.98,5.13,7.2,64
42703.119,989,348.12,10.92,7,64
42703.161,1331,351.61,9.31,6,64
42703.161,635,355.34,18.07,7,64
42703.183,741,355.49,16.35,7,64
42703.204,922,358.5,15.69,5.3,64
42703.214,1625,359.19,7.45,6,64
42703.224,1271,1.79,10.44,5.3,64
42703.309,1230,11.08,9.13,6,64
42703.371,995,18.18,12.19,7,64
42703.486,1894,31.98,5.67,7.2,64
42703.518,465,35.88,27.09,5.3,64
42703.623,901,48.55,12.29,8.8,64
42705.573,722,284.84,14.55,5.3,65
42705.573,1003,284.84,13.61,7,65
42705.615,905,289.9,14.73,7,65
42705.636,754,292.43,12.52,5.3,65
42705.803,1322,312.92,8.33,6,65
42705.803,825,313.09,13.4,5.3,65
42705.846,871,317.55,16.11,5.3,65
42705.888,1321,321.25,9.73,9.6,65
42705.888,534,322.89,25.75,5.3,65
42705.908,810,325.34,16.1,7,65
42705.93,1733,326.31,7.69,7.2,65
42705.971,702,333.42,16.29,7,65
42705.993,782,335.64,15.6,7,65
42706.077,1011,345.47,13.39,5.3,65
42706.087,2272,346.64,3.86,6,65
42706.097,1166,348.25,11.37,7,65
42706.12,1932,349.19,7.29,6,65
42706.129,2122,352.08,6.61,9.6,65
42706.14,761,355.08,15.74,7,65
42706.14,1701,353.15,8.29,6,65
42706.14,1350,351.73,8.97,6,65
42706.149,2005,354.25,5.41,-6,65
42706.161,659,355.83,17.28,7,65
42706.17,2984,357.2,4.78,7.2,65
42706.317,1741,14.38,6.38,6,65
42706.328,1763,14.74,7.87,9.6,65
42706.328,1162,15.75,12.17,7,65
42706.401,2125,24.53,5.69,6,65
42706.401,2035,24.53,4.99,8.4,65
42706.474,481,33.52,26.81,5.3,65
42708.509,867,280.37,13.16,8.8,66
42708.552,739,284.95,14.71,5.3,66
42708.572,549,287.48,17.17,7,66
42708.593,925,290.27,14.3,7,66
42708.635,820,295.06,13.32,5.3,66
42708.782,1334,311.27,8.29,6,66
42708.782,839,313.08,14.42,5.3,66
42708.824,789,317.91,12.92,5.3,66
42708.845,775,320.42,14.55,5.3,66
42708.866,823,322.71,12.32,5.3,66
42708.866,549,322.98,24.29,5.3,66
42708.887,680,325.22,18,5.3,66
42708.908,1630,326.74,7.73,7.2,66
42708.908,845,328.05,11.44,5.3,66
42708.949,720,334.04,15.82,7,66
42708.971,803,335.94,14.88,7,66
42709.034,832,343.03,14.03,5.3,66
42709.054,874,345.56,11.46,5.3,66
42709.075,912,348.09,11.04,5.3,66
42709.096,1035,350.63,10.13,5.3,66
42709.107,2371,352.51,3.92,6,66
42709.117,783,355.01,15.35,7,66
42709.117,681,355.25,16.76,7,66
42709.201,764,3.75,13.46,5.3,66
42709.201,712,3.55,17.03,5.3,66
42709.222,1299,8.26,9.45,6,66
42709.265,1171,11.05,10.74,7,66
42709.306,1009,16.1,12.54,7,66
42709.328,999,17.04,10.75,6,66
42709.421,1930,31.12,6.76,7.2,66
42711.55,781,287.89,11.4,5.3,67
42711.572,942,290.37,13.69,7,67
42711.676,695,302.95,15.34,5.3,67
42711.76,852,312.7,14.13,5.3,67
42711.781,421,315.41,23.79,5.3,67
42711.823,1354,319.62,8.03,7.2,67
42711.823,579,321.72,16.12,5.3,67
42711.844,694,322.82,17.66,5.3,67
42711.906,1231,329.04,9.64,6,67
42711.927,733,334.67,15.48,7,67
42711.971,825,338.06,14.46,7,67
42711.971,841,338.06,17.14,5.3,67
42712.043,1397,346.85,6.44,6,67
42712.053,1010,348.21,10.67,5.3,67
42712.063,1700,349.71,6.25,6,67
42712.063,2421,349.38,5.41,7.2,67
42712.074,1624,349.82,8.43,6,67
42712.085,1340,351.92,6.86,7.2,67
42712.096,805,355,14.87,7,67
42712.117,703,356.03,16.39,7,67
42712.242,1267,9.83,9.73,6,67
42712.263,1361,14.48,10.31,6,67
42712.263,671,13.75,18.25,5.3,67
42712.285,1014,16,11.42,5.3,67
42712.378,1841,27.97,6.14,6,67
42712.452,1750,35.25,8.21,6,67
42714.424,663,275.11,15.48,7,68
42714.445,911,278.1,12.32,7,68
42714.654,584,302.87,15.65,5.3,68
42714.696,340,307.92,29.23,5.3,68
42714.717,865,312.09,13.93,5.3,68
42714.759,820,315.82,11.86,5.3,68
42714.779,944,317.88,10.78,5.3,68
42714.779,806,317.88,14.89,5.3,68
42714.801,854,320.62,11.4,5.3,68
42714.801,591,320.64,15.6,5.3,68
42714.821,712,322.94,16.89,5.3,68
42714.906,766,335.35,14.98,7,68
42714.927,1435,334.57,8.27,6,68
42714.927,733,335.54,14.93,7,68
42714.948,846,339.04,14.37,7,68
42715.042,1720,349.5,5.74,7.2,68
42715.042,2441,349.5,4.17,7.2,68
42715.042,3115,349.94,3.8,7.2,68
42715.063,2696,352.04,5.03,6,68
42715.063,2144,352.49,5.61,7.2,68
42715.063,1358,352.5,6.42,8.4,68
42715.073,830,354.77,14.31,7,68
42715.073,721,355.16,15.73,7,68
42715.188,1320,9.38,6.63,7.2,68
42715.199,1282,9.01,10.31,5.3,68
42715.221,1294,9.94,8.49,6,68
42715.23,1861,12.47,6.27,6,68
42715.243,824,13.58,12.96,5.3,68
42715.243,1377,14.06,10.03,5.3,68
42715.262,959,15.19,9.82,6,68
42715.356,1741,27.39,4.99,6,68
42715.682,610,67.15,18.67,5.3,68
42717.506,630,287.86,14.73,8.8,69
42717.549,870,292.9,12.9,5.3,69
42717.737,833,315.52,11.56,5.3,69
42717.737,824,315.75,13.81,5.3,69
42717.779,605,320.57,14.74,5.3,69
42717.8,872,323.12,14.03,5.3,69
42717.8,574,323.12,16.28,5.3,69
42717.843,1574,327.05,8.54,7.2,69
42717.904,790,335.98,14.22,7,69
42717.904,733,336.21,14.42,7,69
42717.926,870,338.26,13.55,7,69
42717.978,2616,345.24,5.16,7.2,69
42717.978,1573,344.52,7.14,6,69
42718,2338,347.05,4.14,6,69
42718.052,852,354.24,13.92,7,69
42718.052,733,355.02,15.35,7,69
42718.072,852,356.03,13.51,10.6,69
42718.104,2183,359.73,4.82,7.2,69
42718.115,1732,0.11,8.19,6,69
42718.115,1429,359.86,9.42,6,69
42718.124,1385,2.6,7.37,6,69
42718.157,1312,5.52,7.87,7.2,69
42718.219,1051,14.04,11.91,7,69
42718.313,2316,25.68,5.49,6,69
42718.334,2060,27.5,5.03,7.2,69
42720.359,761,273.05,14.37,7,70
42720.526,899,293.27,11.36,5.3,70
42720.59,615,300.61,14.72,5.3,70
42720.631,371,306.13,24.32,5.3,70
42720.757,733,320.82,15.85,7,70
42720.778,1591,322.18,7.86,6,70
42720.798,893,326.04,12.92,5.3,70
42720.883,811,336.09,13.96,7,70
42720.883,1299,335.83,10.6,5.3,70
42720.904,892,338.37,13.66,7,70
42720.957,2639,345.4,5.39,7.2,70
42720.988,605,348.87,22.58,5.3,70
42720.998,2355,349.75,4.9,6,70
42721.03,875,354.34,13.8,7,70
42721.03,733,354.89,14.98,7,70
42721.06,1765,357.8,5.27,8.4,70
42721.082,2681,0.13,5.01,6,70
42721.093,1746,359.9,7.48,6,70
42721.135,1353,6.66,7.23,6,70
42721.155,681,9.3,13.11,5.3,70
42721.291,1762,25.17,5.23,6,70
42721.313,2080,27.86,4.45,7.2,70
42723.422,604,283.25,16.91,5.3,71
42723.526,763,295.93,12.89,5.3,71
42723.631,1264,307.27,7.74,6,71
42723.673,853,313.21,13.83,5.3,71
42723.714,762,318.7,15.77,7,71
42723.735,1225,320.71,10.83,7,71
42723.735,902,320.97,13.57,5.3,71
42723.735,641,320.97,22.16,5.3,71
42723.758,1609,325.4,7.84,6,71
42723.758,1561,322.27,8.2,6,71
42723.798,945,326.97,10.05,7.2,71
42723.86,833,336.47,13.83,7,71
42723.882,1616,337.84,8.35,6,71
42723.882,914,338.74,13.11,7,71
42723.934,2661,345.13,4.94,7.2,71
42723.966,1642,347.75,7.36,6,71
42723.976,1694,350.57,7.59,6,71
42723.976,3184,350.34,3.76,8.4,71
42723.987,1174,350.25,8.4,6,71
42723.997,2212,352.61,5.67,7.2,71
42724.008,899,354.57,13.28,7,71
42724.008,659,354.02,14.67,5.3,71
42724.018,1404,355.62,6.76,7.2,71
42724.039,2740,357.43,3.55,8.4,71
42724.05,1350,2.1,10.67,7,71
42724.092,1264,2.77,8.65,8.4,71
42724.155,692,13.55,13.48,5.3,71
42724.176,1080,13.98,12.32,5.3,71
42724.196,1070,15.16,10.02,6,71
42724.238,465,21.79,28.04,5.3,71
42724.26,814,24.11,15.46,5.3,71
42726.693,780,318.37,15.5,7,72
42726.714,1250,320.87,11.35,7,72
42726.714,654,320.89,20.72,5.3,72
42726.839,854,336.59,13.05,7,72
42726.839,691,336.1,13.92,5.3,72
