时间(s),斜距(m),方位角（°）,俯仰角（°）,径向速度（m/s）,圈数
71082.382,1079,292.82,4.45,2.4,158
71082.402,952,295.32,2.51,-1.2,158
71082.423,431,298.19,2.8,-3.6,158
71082.444,1101,300.42,1.78,-1.2,158
71082.465,1143,302.88,0.72,1.2,158
71082.465,289,303.34,1.15,1.2,158
71082.465,1592,303.28,3.34,2.4,158
71082.465,1161,302.89,1.02,-1.2,158
71082.486,1603,305.4,1.47,1.2,158
71082.486,3682,305.8,1.34,1.2,158
71082.486,248,305.41,0.6,-1.2,158
71082.497,3191,305.78,8.63,7.2,158
71082.507,1220,313.21,1.78,-1.2,158
71082.507,1684,308.48,1.25,-2.4,158
71082.507,1643,307.97,1.61,2.4,158
71082.527,1679,310.25,0.08,1.2,158
71082.527,3662,310.27,1.04,-1.2,158
71082.57,974,315.31,0.4,2.4,158
71082.612,1192,320.32,1.09,2.4,158
71082.633,1144,322.82,2.9,-1.2,158
71082.633,1693,323.54,3.05,-1.2,158
71082.675,882,328,0.35,1.2,158
71082.696,1791,330.83,3.21,1.2,158
71082.696,1213,330.75,2.42,-2.4,158
71082.738,1471,337.77,1.42,1.2,158
71082.738,2351,335.5,5.15,8.4,158
71082.759,511,338.35,-0.6,6,158
71082.78,1454,340.88,0.29,-1.2,158
71082.802,170,343.79,3.78,-4.8,158
71082.842,3392,348.85,0.13,-1.2,158
71082.842,1859,348.13,-0.3,-2.4,158
71082.842,1014,348.13,-0.85,1.2,158
71082.842,4723,348.14,1.15,1.2,158
71082.863,3722,350.98,0.05,1.2,158
71082.863,2904,350.67,0.62,1.2,158
71082.863,2985,351.05,3.83,-1.2,158
71082.884,2126,353.19,-0.53,2.4,158
71082.927,2273,358.98,2.26,-2.4,158
71082.927,2207,358.61,1.52,-2.4,158
71082.948,2284,1.5,3.87,-1.2,158
71082.969,2282,3.34,4.39,1.2,158
71082.991,2343,6.13,5.08,2.4,158
71083.01,354,8.37,-0.72,-2.4,158
71083.031,4303,11.63,2.82,-2.4,158
71083.052,4322,13.68,3.06,4.8,158
71083.115,2093,21.3,3.37,-2.4,158
71083.127,2923,21.77,8.58,4.8,158
71083.136,3306,25.91,3.72,-1.2,158
71083.148,1183,25.15,14.86,10.6,158
71083.177,2985,28.61,2.32,2.4,158
71083.177,3020,28.61,2.91,-2.4,158
71083.199,592,31.46,2.29,2.4,158
71083.222,3430,34.42,4.38,-1.2,158
71083.222,4927,33.71,4.52,-2.4,158
71083.241,4930,36.25,4.28,2.4,158
71083.304,2112,43.86,1.24,-2.4,158
71083.304,914,44.19,0,-2.4,158
71083.304,3432,43.89,5.1,-2.4,158
71083.346,2383,48.97,1.33,1.2,158
71083.346,512,49.26,0.74,-2.4,158
71083.357,1430,50.87,28.4,3.5,158
71083.367,502,51.52,1.25,2.4,158
71083.387,972,54.08,2.15,1.2,158
71083.387,2550,54.08,3.57,-1.2,158
71083.409,2131,56.99,2.75,-1.2,158
71083.451,519,61.95,2.14,2.4,158
71083.472,252,64.26,-0.54,2.4,158
71083.493,453,67.23,2.56,-2.4,158
71085.15,1052,267.66,5.45,1.2,159
71085.213,413,275.92,0.01,-1.2,159
71085.276,795,283.51,4.92,-1.2,159
71085.276,1049,282.81,6.6,-2.4,159
71085.296,1041,285.34,5.56,2.4,159
71085.36,299,292.92,0.79,1.2,159
71085.36,1069,292.93,4.26,2.4,159
71085.443,1574,303.4,1.84,1.2,159
71085.454,101,304.88,29.61,5.3,159
71085.464,1144,305.53,0.6,1.2,159
71085.464,3672,306.25,1.56,-2.4,159
71085.485,3671,308,1.4,1.2,159
71085.485,970,314.93,0.32,1.2,159
71085.506,1211,310.98,0.89,-1.2,159
71085.506,3652,310.4,0.97,-2.4,159
71085.527,3613,312.91,0.67,1.2,159
71085.527,319,312.91,-0.87,-1.2,159
71085.59,270,321.16,3.5,2.4,159
71085.633,1664,325.51,2.38,-1.2,159
71085.633,118,326.06,1.81,-3.6,159
71085.643,874,327.11,28.34,10.6,159
71085.652,913,328.03,0.87,-1.2,159
71085.674,910,331.27,1.01,1.2,159
71085.674,142,330.55,4.98,-3.6,159
71085.695,170,333.09,-0.3,1.2,159
71085.695,1483,333.1,2.8,-1.2,159
71085.716,1751,336.36,1.79,-1.2,159
71085.716,1793,335.65,2.5,1.2,159
71085.716,1451,335.65,1.4,-2.4,159
71085.737,1491,338.59,1.54,1.2,159
71085.759,450,341.43,-0.5,-1.2,159
71085.779,2912,343.69,1.23,-2.4,159
71085.8,3786,346.49,1.22,-1.2,159
71085.81,1536,347.14,14.76,8.8,159
71085.821,4672,348.31,0.92,1.2,159
71085.821,3399,348.99,-0.44,-1.2,159
71085.821,3851,348.52,0.67,-2.4,159
71085.821,1856,348.28,-0.49,-2.4,159
71085.821,3835,348.55,0.87,2.4,159
71085.832,1390,349.68,28.49,8.8,159
71085.842,2873,350.79,-0.13,-2.4,159
71085.863,4003,353.31,0,2.4,159
71085.863,2984,353.32,3.58,-2.4,159
71085.884,4411,355.84,-0.6,1.2,159
71085.884,2241,356.55,0.3,-1.2,159
71085.884,147,355.84,-0.69,1.2,159
71085.884,2200,356.55,0.49,-2.4,159
71085.904,2242,359.07,1.99,-1.2,159
71085.904,351,358.36,-0.52,-1.2,159
71085.926,2254,3.51,3.56,1.2,159
71085.946,314,5.82,-0.11,1.2,159
71085.946,2285,3.43,4.88,-3.6,159
71085.946,2291,4.14,4.3,2.4,159
71085.967,2336,6.35,5.16,3.6,159
71085.988,2154,8.85,3.26,-1.2,159
71086.009,450,11.38,0.35,-2.4,159
71086.009,2385,11.36,3.18,1.2,159
71086.009,662,11.02,0.51,2.4,159
71086.009,1299,11.04,1.82,-3.6,159
71086.031,4282,14.28,2.77,-4.8,159
71086.052,530,16.09,0.46,2.4,159
71086.052,2441,16.82,4.08,-1.2,159
71086.072,2411,19.01,3.66,2.4,159
71086.114,3262,23.71,3.73,4.8,159
71086.135,594,26.23,1.94,-2.4,159
71086.135,4781,26.94,3.64,-2.4,159
71086.177,3371,31.27,3.13,1.2,159
71086.199,3130,34.5,3.02,1.2,159
71086.199,515,34.51,1.96,2.4,159
71086.219,2383,37.03,1.6,-1.2,159
71086.281,2127,43.94,1.4,-1.2,159
71086.303,529,47.09,0.67,-1.2,159
71086.303,1624,46.86,2.21,-2.4,159
71086.324,2544,49.04,3.22,1.2,159
71086.335,2727,49.08,8.61,-3.6,159
71086.345,2544,51.61,3.29,-1.2,159
71086.366,972,54.16,2.22,1.2,159
71086.407,1122,59.99,2.5,1.2,159
71086.429,514,62.19,2.44,2.4,159
71088.128,974,267.81,4.21,1.2,160
71088.149,1321,271.06,5.55,2.4,160
71088.17,1029,273.6,5.34,1.2,160
71088.212,784,278.36,3.95,1.2,160
71088.223,1043,277.96,7.17,1.2,160
71088.274,761,285.93,3.03,2.4,160
71088.274,1042,285.52,5.7,-2.4,160
71088.295,809,288.43,5.55,2.4,160
71088.338,964,293.06,1.84,2.4,160
71088.338,1009,293.08,3.06,-2.4,160
71088.379,1082,298.82,1.82,-1.2,160
71088.422,1142,303.25,1.1,1.2,160
71088.442,1602,305.67,1.29,1.2,160
71088.442,1644,306.14,2,-2.4,160
71088.442,734,305.66,0.34,1.2,160
71088.464,1692,308.12,1.51,-1.2,160
71088.464,1650,308.13,1.16,1.2,160
71088.464,3701,308.13,1.34,1.2,160
71088.505,1239,314.74,1.83,-2.4,160
71088.569,1195,321.27,0.39,2.4,160
71088.569,1890,320.58,2.75,-2.4,160
71088.569,1803,320.6,3.79,2.4,160
71088.589,881,323.78,0.32,-2.4,160
71088.589,2035,323.48,3.1,-1.2,160
71088.61,881,326.3,0.36,2.4,160
71088.61,142,325.64,4.04,-3.6,160
71088.632,909,328.84,0.87,-1.2,160
71088.651,1183,330.63,1.37,1.2,160
71088.651,1799,333.48,2.85,-1.2,160
71088.651,919,331.39,0.76,1.2,160
71088.651,1223,330.99,2.24,2.4,160
71088.663,1679,332.06,12.06,12.3,160
71088.674,490,333.2,-0.48,1.2,160
71088.693,180,335.74,-0.9,1.2,160
71088.693,141,335.76,4.48,1.2,160
71088.716,1155,338.3,0.64,1.2,160
71088.716,1492,338.3,1.25,2.4,160
71088.757,2312,343.38,1.72,-1.2,160
71088.777,2635,347.03,0.34,-1.2,160
71088.777,152,346.62,-0.72,1.2,160
71088.777,2302,345.92,1.2,1.2,160
71088.799,4692,348.64,1.02,2.4,160
71088.799,483,348.44,-0.9,1.2,160
71088.799,2972,350.89,3.63,-7.2,160
71088.809,1670,350.04,16.14,10.6,160
71088.819,3801,350.97,0.58,-1.2,160
71088.862,4792,355.99,-0.43,1.2,160
71088.862,3731,355.99,-0.61,1.2,160
71088.862,2253,356.39,0.76,-1.2,160
71088.862,151,355.99,-0.4,1.2,160
71088.862,2191,356.69,0.27,2.4,160
71088.883,2222,358.5,0.21,-2.4,160
71088.903,314,3.74,-0.26,-2.4,160
71088.903,2255,1.7,2.84,-1.2,160
71088.924,1044,3.54,-0.68,-3.6,160
71088.945,2319,6.39,5.14,2.4,160
71088.966,361,9.3,-0.93,-1.2,160
71088.987,1272,11.13,2.46,-4.8,160
71088.999,2339,12.74,15.7,10.6,160
71089.051,2433,19,3.93,-2.4,160
71089.092,1120,24.18,2.21,9.6,160
71089.092,3311,24.51,4.2,-1.2,160
71089.104,1245,25.66,14.49,7,160
71089.114,2992,26.47,2.5,-1.2,160
71089.114,3312,27.01,3.35,1.2,160
71089.114,4900,26.73,3.72,-2.4,160
71089.134,3001,28.85,2.61,2.4,160
71089.176,3101,34.37,2.99,-2.4,160
71089.176,3453,33.92,4.17,-2.4,160
71089.239,113,42.23,-0.5,1.2,160
71089.261,2110,44.07,1.19,1.2,160
71089.323,960,52.95,1.95,3.6,160
71089.323,2555,52.45,3.73,-2.4,160
71089.344,193,54.98,-0.24,-2.4,160
71089.344,2513,54.67,3.12,1.2,160
71091.106,1027,268.69,5.06,-1.2,161
71091.106,1304,267.97,5.21,-2.4,161
71091.169,1021,276.28,5.56,2.4,161
71091.189,789,278.42,4.23,-1.2,161
71091.212,762,281.32,3.59,1.2,161
71091.231,1052,283.14,6.58,-1.2,161
71091.231,801,283.85,5.92,-2.4,161
71091.252,781,286.34,2.02,1.2,161
71091.252,1033,286.11,5.37,2.4,161
71091.274,800,288.18,5.63,1.2,161
71091.295,1000,291.39,2.7,-1.2,161
71091.315,991,293.61,2.34,2.4,161
71091.336,933,296.42,1.83,1.2,161
71091.379,1613,301.19,4.14,2.4,161
71091.399,1609,305.15,1.82,2.4,161
71091.441,1669,308.24,-0.16,1.2,161
71091.441,1679,308.25,1.59,-1.2,161
71091.462,992,314.28,0.23,2.4,161
71091.462,330,310.65,-0.56,1.2,161
71091.504,1212,316.06,1.59,2.4,161
71091.504,1722,316.07,2.6,-1.2,161
71091.504,1798,315.7,4.56,2.4,161
71091.525,1749,318.9,2.16,2.4,161
71091.535,2664,319.78,11.74,8.8,161
71091.57,1681,323.91,3.03,-1.2,161
71091.578,104,324.62,27.41,3.5,161
71091.587,1673,326.01,2.88,2.4,161
71091.587,131,326.13,4.42,-3.6,161
71091.609,1194,328.33,1.97,-1.2,161
71091.63,900,331.51,0.47,2.4,161
71091.63,1230,330.99,2.88,2.4,161
71091.672,1485,336.72,1.89,2.4,161
71091.693,1482,339.18,0.93,-1.2,161
71091.693,134,340.4,3.95,-4.8,161
71091.714,2309,341.72,1.21,-1.2,161
71091.735,2914,343.92,1.4,-2.4,161
71091.756,4703,347.15,1.05,1.2,161
71091.756,3523,346.77,0.8,1.2,161
71091.756,2864,348.82,0.12,-1.2,161
71091.756,3833,349.24,0.81,-1.2,161
71091.756,1883,346.35,1.37,-2.4,161
71091.767,2767,347.66,15.57,14.1,161
71091.767,1692,347.93,18.09,12.3,161
71091.776,2902,349.29,0.77,2.4,161
71091.776,2980,348.58,3.79,-6,161
71091.776,144,348.97,4.21,-6,161
71091.798,2949,351.81,3.44,-8.4,161
71091.82,2960,353.6,3.9,-4.8,161
71091.839,4796,356.11,-0.37,1.2,161
71091.839,147,356.11,-0.83,1.2,161
71091.839,3998,356.11,-0.22,2.4,161
71091.86,2243,359.36,1.9,-1.2,161
71091.882,2212,1.86,1.91,2.4,161
71091.882,2272,3.68,4.7,-1.2,161
71091.903,2160,3.67,3.04,-1.2,161
71091.944,365,9.41,-1.05,-2.4,161
71091.944,1234,9.41,-0.02,2.4,161
71091.966,4294,11.93,3.03,1.2,161
71091.966,455,11.64,0.31,2.4,161
71091.966,4323,12.91,2.91,1.2,161
71091.986,4290,13.76,3.01,-2.4,161
71091.986,2093,14.48,3.27,-1.2,161
71092.007,531,16.66,0.62,1.2,161
71092.007,2412,16.55,3.82,2.4,161
71092.029,3274,19.17,2.37,-3.6,161
71092.061,2401,21.79,8.16,1.2,161
71092.091,3343,26.45,3.85,-2.4,161
71092.112,3353,29.35,3.2,1.2,161
71092.112,591,29.69,1.91,2.4,161
71092.133,529,32.21,2.03,1.2,161
71092.154,3372,34.39,3.61,-1.2,161
71092.237,143,44.18,-0.95,-1.2,161
71092.237,2121,44.19,0.93,1.2,161
71092.26,2383,47.44,1.54,-1.2,161
71092.26,102,47.44,-0.19,1.2,161
71092.26,534,51.74,1.82,-1.2,161
71092.322,973,54.37,1.68,1.2,161
71092.344,193,56.92,-0.41,1.2,161
71092.385,511,62.03,2.46,2.4,161
71094.083,1020,268.19,5.13,-2.4,162
71094.104,1312,270.84,4.91,2.4,162
71094.147,1031,276.26,5.58,1.2,162
71094.179,1035,278.09,7.2,2.4,162
71094.21,1050,283.59,6.37,-2.4,162
71094.252,809,288.53,5.62,2.4,162
71094.294,1012,293.24,3.29,-2.4,162
71094.315,1601,296.47,3.12,-1.2,162
71094.336,1111,298.28,2.75,-1.2,162
71094.357,1611,300.82,5.13,2.4,162
71094.398,3672,308.25,1.19,-1.2,162
71094.43,1739,309.57,22.67,7,162
71094.44,1675,310.71,0.61,1.2,162
71094.44,1225,311.43,1.3,1.2,162
71094.461,3611,313.23,0.76,1.2,162
71094.461,1223,313.91,1.76,-1.2,162
71094.482,981,316.16,0.52,2.4,162
71094.482,1722,315.76,2.24,-1.2,162
71094.524,1821,320.77,3.7,2.4,162
71094.566,2043,325.8,3.2,1.2,162
71094.586,872,329.02,0.15,-1.2,162
71094.597,111,330.2,26.61,5.3,162
71094.629,120,337,3.23,-3.6,162
71094.651,1483,336.35,2.03,-2.4,162
71094.651,1484,336.45,1.9,1.2,162
71094.651,238,336.21,1.67,-3.6,162
71094.671,1434,339.26,0.64,-1.2,162
71094.692,449,341.08,0.05,1.2,162
71094.692,2309,341.8,0.17,-1.2,162
71094.713,2922,347.11,0.66,-1.2,162
71094.713,2305,345.04,1.38,1.2,162
71094.734,129,346.54,2.08,-7.2,162
71094.734,2740,346.17,5.29,9.6,162
71094.744,1736,347.77,15.76,12.3,162
71094.755,2890,349.39,0.69,1.2,162
71094.755,1855,349.38,-0.5,-2.4,162
71094.775,2943,352.22,3.64,-6,162
71094.775,130,351.22,3.6,-6,162
71094.796,3734,353.72,-0.54,-1.2,162
71094.796,2124,354.42,-0.5,2.4,162
71094.796,2372,354.02,2.65,9.6,162
71094.817,2204,356.9,0.42,-1.2,162
71094.817,4421,356.24,-0.38,1.2,162
71094.817,4761,356.24,-0.37,1.2,162
71094.839,2183,359.46,1.37,1.2,162
71094.86,2257,1.31,4.26,-3.6,162
71094.88,2309,4.52,4.53,-2.4,162
71094.892,990,5.19,24.91,1.7,162
71094.902,2316,6.34,4.99,2.4,162
71094.923,365,9.11,-1.22,-2.4,162
71094.985,2432,16.79,4.44,-1.2,162
71095.028,3292,21.78,3.97,-2.4,162
71095.047,1984,24.02,1.3,-1.2,162
71095.047,3321,24.38,4.19,-2.4,162
71095.069,2992,27.27,2.7,2.4,162
71095.069,3319,26.59,4.15,3.6,162
71095.091,590,29.82,1.92,-1.2,162
71095.112,3444,31.64,3.51,-1.2,162
71095.195,2154,42.48,1.41,1.2,162
71095.195,920,42.11,0.01,2.4,162
71095.195,3504,41.79,4.9,-1.2,162
71095.216,422,44.31,0.59,2.4,162
71095.216,2182,44.31,1.21,-7.2,162
71095.228,1956,44.35,8.41,2.4,162
71095.237,523,46.85,0.33,-1.2,162
71095.259,2513,49.75,2.93,2.4,162
71095.3,2134,55.23,2.79,1.2,162
71095.321,194,57.04,-0.06,1.2,162
71095.341,3230,60.05,4.8,-6,162
71095.363,241,62.86,-1.25,-3.6,162
71095.404,443,67.26,2.52,-1.2,162
71097.061,1011,268.78,4.5,-1.2,163
71097.061,1312,268.78,5.19,-1.2,163
71097.103,1010,273.82,4.77,1.2,163
71097.188,1033,283.37,6.58,-1.2,163
71097.22,774,285.72,6.78,3.6,163
71097.23,1031,289.53,3.92,2.4,163
71097.24,811,288.95,6.84,1.2,163
71097.272,1001,293.7,2.66,2.4,163
71097.334,1113,300.84,2.14,-1.2,163
71097.334,1619,300.85,4.07,2.4,163
71097.376,3682,306.37,1.27,1.2,163
71097.397,1239,308.98,0.97,-1.2,163
71097.46,974,316.29,0.47,2.4,163
71097.46,1243,315.8,2.86,2.4,163
71097.46,1783,316.54,4.26,1.2,163
71097.481,1193,318.7,0.73,-1.2,163
71097.481,1771,319.03,3.47,-1.2,163
71097.481,1733,319.02,1.46,1.2,163
71097.523,2039,324.04,3.21,-1.2,163
71097.523,1144,324.05,1.85,-1.2,163
71097.544,1674,325.88,2.69,1.2,163
71097.544,873,325.86,0.33,2.4,163
71097.544,2035,325.86,3.29,1.2,163
71097.586,909,330.93,0.12,2.4,163
71097.586,1794,331.14,3.08,2.4,163
71097.607,1468,336.11,1.76,1.2,163
71097.617,121,335.36,25.25,5.3,163
71097.712,3842,346.62,0.61,-1.2,163
71097.712,2986,346.58,5.08,9.6,163
71097.754,2902,351.28,3.69,-8.4,163
71097.775,3761,353.77,-0.56,-1.2,163
71097.775,113,354.5,5.23,-6,163
71097.796,2252,358.72,1.38,-2.4,163
71097.796,3962,356.3,-0.57,1.2,163
71097.796,4781,356.3,-0.38,1.2,163
71097.796,153,356.3,-0.32,-1.2,163
71097.838,2223,4.29,4.26,1.2,163
71097.921,4284,13,2.89,1.2,163
71097.921,4337,11.49,2.88,-1.2,163
71097.943,4311,14.03,2.66,-1.2,163
71097.984,2054,19.11,3.64,2.4,163
71098.006,519,21.96,0.95,1.2,163
71098.006,2134,21.63,1.74,-7.2,163
71098.006,3303,22.04,4.09,-2.4,163
71098.026,3280,24.15,4.75,-4.8,163
71098.026,3301,24.17,4.17,3.6,163
71098.047,3001,27.02,2.84,-2.4,163
71098.047,3343,27.21,3.69,-2.4,163
71098.068,2994,29.19,2.99,2.4,163
71098.11,3105,34.95,2.9,1.2,163
71098.173,913,42.56,-0.11,-1.2,163
71098.194,2102,44.41,0.92,1.2,163
71098.215,522,49.57,1.22,-1.2,163
71098.236,113,50,0.36,-3.6,163
71098.236,2571,49.97,3.61,-2.4,163
71098.257,482,52.57,0.37,2.4,163
71098.268,111,53.49,28.04,1.7,163
71098.279,2515,54.62,2.93,1.2,163
71098.299,193,57.9,0.08,-1.2,163
71098.299,533,57.2,1.89,1.2,163
71098.32,1124,60.1,2.18,1.2,163
71098.341,504,62.78,2.33,2.4,163
71100.04,1010,269.04,4.48,2.4,164
71100.124,403,278.26,0.01,-1.2,164
71100.135,1041,280.5,7.3,1.2,164
71100.166,754,284.8,3.82,-1.2,164
71100.186,810,285.82,5.33,1.2,164
71100.219,809,289.07,7.22,1.2,164
71100.229,1021,291.56,3.11,-1.2,164
71100.249,990,293.38,2.25,2.4,164
71100.313,1092,300.97,2.18,-2.4,164
71100.333,1575,303.48,2.43,-1.2,164
71100.333,1600,303.49,2.49,-1.2,164
71100.354,1612,306,1.38,1.2,164
71100.354,3692,306,1.46,2.4,164
71100.354,1154,306,0.01,1.2,164
71100.419,1224,313.76,2.1,1.2,164
71100.419,972,314.1,0.31,2.4,164
71100.439,1242,316.62,2.3,-1.2,164
71100.439,1751,316.18,3.71,2.4,164
71100.459,1201,318.72,1.29,2.4,164
71100.501,1682,323.43,3.21,-2.4,164
71100.522,1689,325.96,2.74,1.2,164
71100.542,1191,328.83,1.64,-1.2,164
71100.542,921,328.48,0.81,-1.2,164
71100.542,1637,328.51,3.95,2.4,164
71100.564,894,331.03,-0.11,2.4,164
71100.585,1818,333.55,3.39,1.2,164
71100.585,1782,333.55,3.15,2.4,164
71100.585,1486,334.28,2.82,1.2,164
71100.606,281,336.46,0.18,-4.8,164
71100.627,1481,339.4,1.09,1.2,164
71100.638,133,340.08,24.12,3.5,164
71100.648,452,341.94,-0.24,-1.2,164
71100.67,2912,344.48,1.52,-1.2,164
71100.67,2304,344.14,1.42,-2.4,164
71100.69,1533,347.01,-0.2,-1.2,164
71100.69,2302,346.3,1.38,1.2,164
71100.69,102,346.32,7.07,-3.6,164
71100.69,3014,346.72,5.36,6,164
71100.69,156,346.65,7.75,-4.8,164
71100.711,2863,349.21,0.23,-2.4,164
71100.711,1854,348.82,-0.63,-2.4,164
71100.711,2383,349.14,0.15,1.2,164
71100.711,481,349.1,-1.08,2.4,164
71100.711,2893,350.69,3.59,-7.2,164
71100.732,1591,351.34,-0.97,-1.2,164
71100.752,3066,353.88,2.57,15.7,164
71100.773,2179,359.39,0.44,1.2,164
71100.773,3726,356.71,-0.45,1.2,164
71100.773,4792,356.39,-0.34,1.2,164
71100.773,149,356.39,-1.29,1.2,164
71100.773,2250,359.28,1.76,-2.4,164
71100.773,2279,356.39,1.19,-2.4,164
71100.795,2228,359.34,1.73,1.2,164
71100.815,2111,1.43,0.79,-1.2,164
71100.815,324,1.78,-0.39,-2.4,164
71100.815,2259,1.92,3.55,2.4,164
71100.815,103,2.16,4.43,-7.2,164
71100.837,2325,4.68,4.87,2.4,164
71100.899,4284,12.57,2.84,1.2,164
71100.899,2024,11.92,1.57,-2.4,164
71100.899,2383,11.55,2.61,-3.6,164
71100.921,1249,14.08,2.12,-4.8,164
71100.963,2093,19.86,4.09,1.2,164
71100.963,2404,19.15,3.66,2.4,164
71100.983,514,21.67,0.82,1.2,164
71100.983,2093,22.11,1.48,2.4,164
71100.983,3264,21.67,3.59,2.4,164
71101.004,3272,24.22,3.81,-2.4,164
71101.004,3315,24.22,4.25,4.8,164
71101.015,1365,25.83,14.4,7,164
71101.025,3344,27.45,3.78,-1.2,164
71101.025,3370,26.76,4.03,-1.2,164
71101.046,3003,29.61,2.36,2.4,164
71101.046,591,29.28,2,2.4,164
71101.088,3093,35.05,2.64,-1.2,164
71101.11,2863,37.58,2.68,1.2,164
71101.172,2129,44.45,1.36,-1.2,164
71101.172,153,45.17,-0.83,-1.2,164
71101.193,533,47.71,0.62,1.2,164
71101.193,143,47.02,4.6,6,164
71101.214,2383,49.55,1.18,1.2,164
71101.256,2140,55.37,2.38,-1.2,164
71101.277,193,57.19,-0.31,-1.2,164
71101.277,531,57.21,2.16,1.2,164
71103.028,113,270.17,26.48,1.7,165
71103.06,992,273.36,4.78,2.4,165
71103.164,1031,290.51,3.6,1.2,165
71103.207,1031,290.99,3.46,1.2,165
71103.227,967,295,2.2,2.4,165
71103.227,300,294.2,0.38,1.2,165
71103.249,1620,296.72,2.46,-1.2,165
71103.312,1161,304,0.44,-1.2,165
71103.312,276,303.57,0.48,1.2,165
71103.312,1582,303.58,1.63,-1.2,165
71103.333,1619,306.09,1.75,2.4,165
71103.333,1150,306.09,0.16,1.2,165
71103.333,1630,306.1,1.43,-1.2,165
71103.354,3670,308.88,1.34,-2.4,165
71103.396,1002,313.93,0.75,-2.4,165
71103.396,1213,313.52,1.07,1.2,165
71103.396,1744,314.22,3.07,1.2,165
71103.427,2791,316.77,8.06,8.4,165
71103.479,1103,324.24,1.56,-1.2,165
71103.479,1142,323.54,2.32,-1.2,165
71103.479,871,323.54,0.44,-1.2,165
71103.501,2048,326.07,3.16,1.2,165
71103.501,1683,326.78,2.44,-2.4,165
71103.521,251,328.59,-0.43,1.2,165
71103.521,2383,328.94,3.4,1.2,165
71103.542,1782,331.16,3.14,2.4,165
71103.584,182,336.61,-1.02,1.2,165
71103.584,1494,336.47,1.19,-2.4,165
71103.606,178,338.78,1.68,-2.4,165
71103.637,2100,342.92,17.69,10.6,165
71103.637,148,342.72,23.11,5.3,165
71103.647,2303,344.45,1.45,-1.2,165
71103.669,2640,346.63,0.84,1.2,165
71103.689,2903,349.17,0.65,-1.2,165
71103.689,1854,348.92,-0.52,-2.4,165
71103.689,152,348.92,-0.89,1.2,165
71103.689,2874,349.54,3.71,-7.2,165
71103.689,4692,348.93,1.05,2.4,165
71103.699,100,349.67,10.39,-4.8,165
71103.71,4433,352.16,-0.15,1.2,165
71103.71,2893,352.18,3.7,-7.2,165
71103.731,3106,354.32,2.63,12,165
71103.731,2269,354.72,5.15,4.8,165
71103.752,2235,357.22,0.29,1.2,165
71103.752,112,0.02,8.22,-4.8,165
71103.763,153,356.77,7.96,-6,165
71103.794,2110,1.57,1.22,-1.2,165
71103.794,2212,1.59,2.78,2.4,165
71103.794,2267,2.99,4.16,-1.2,165
71103.815,313,4.1,0.17,-2.4,165
71103.825,1121,5.5,27.93,8.8,165
71103.856,1274,9.14,-0.21,1.2,165
71103.856,361,9.86,-0.94,-2.4,165
71103.899,4285,14.22,2.86,2.4,165
71103.899,4321,14.22,2.92,-2.4,165
71103.941,2107,19.27,3.37,-1.2,165
71103.941,1181,19.27,1.51,-6,165
71103.962,3292,22.53,3.92,2.4,165
71103.983,3324,24.35,4.21,2.4,165
71104.004,3004,27.61,3.09,2.4,165
71104.004,273,27.27,1.31,1.2,165
71104.004,3362,27.14,3.91,2.4,165
71104.109,2603,39.52,2.4,-1.2,165
71104.15,2132,44.61,1.33,-1.2,165
71104.15,422,44.62,0.6,2.4,165
71104.191,2503,49.69,2.22,-1.2,165
71104.191,522,49.69,1.54,1.2,165
71104.191,143,49.69,0.06,4.8,165
71104.213,542,52.45,2.01,2.4,165
71104.255,2126,57.31,2.9,1.2,165
71104.276,1123,59.86,2.12,1.2,165
71104.318,1019,64.95,2.96,1.2,165
71104.318,471,65.68,2.17,1.2,165
71106.017,1305,270.99,5.33,1.2,166
71106.058,414,276.35,0.08,-1.2,166
71106.069,1052,276.75,7.65,-1.2,166
71106.101,752,281.76,2.87,-1.2,166
71106.122,810,283.6,5.71,-2.4,166
71106.143,1031,286.82,5.49,2.4,166
71106.164,1060,289.34,4.51,-2.4,166
71106.185,229,291.51,1.94,-1.2,166
71106.226,1592,304.02,2.29,-1.2,166
71106.237,2004,297.82,17.34,7,166
71106.332,1234,308.94,0.85,-1.2,166
71106.373,983,314.33,0.55,-1.2,166
71106.394,1212,316.77,1.06,1.2,166
71106.436,1161,322.16,2.11,-2.4,166
71106.457,1421,323.67,2.25,-2.4,166
71106.457,1112,324.05,0.95,1.2,166
71106.478,1135,326.45,1.4,2.4,166
71106.478,873,326.67,0.21,-2.4,166
71106.478,2042,326.2,2.91,1.2,166
71106.478,1673,326.47,2.62,2.4,166
71106.499,1635,328.72,3.71,1.2,166
71106.521,1831,331.26,3.35,1.2,166
71106.521,1780,331.28,3.08,-2.4,166
71106.521,1496,334.71,2.6,-2.4,166
71106.541,1810,333.8,3.2,1.2,166
71106.541,539,333.8,-0.23,1.2,166
71106.584,261,338.9,1.35,-4.8,166
71106.594,101,339.28,10.52,-4.8,166
71106.604,2312,343.3,1.73,-1.2,166
71106.625,2921,344.68,2,-1.2,166
71106.625,4691,343.96,0.05,-1.2,166
71106.636,160,345.37,21.83,3.5,166
71106.646,4663,347.31,0.77,2.4,166
71106.667,1854,349.38,-1.06,-2.4,166
71106.667,2846,349.07,3.76,-8.4,166
71106.678,3391,349.45,8.55,12,166
71106.689,4413,352.26,-0.4,-1.2,166
71106.689,2871,352.29,3.8,-7.2,166
